문장,정답,예측,확신도(%)
이거 도와주세요. 난 지금 바빠서 도와줄 시간이 없어. 넌 바쁠 때 항상 바쁜척 하더라 바쁜척 하는 게 아니라 실제로 바빠. 지금까지 놀다가 바쁜척 하는 거 알아 진짜 바쁘다니까. 내 말을 뭘로 알아 니가 평상시에 하는 행동을 보면 매번 그렇더라 니가 미쳤군. 사람 말을 못믿는 걸 보면 너야 말로 진짜 미친 놈이야. 넌 이성을 잃었여. 평상시도 제정신이 아니었지만.,협박(0),기타괴롭힘(3),87.26
동생아? 너 내가 어제 설거지 해놓으라고 했지? 형 나 어제오늘 바쁘다고 말했잖아. 어쭈 그래서 안하고 버틴다고? 이번만 형이 해주라 설거지 안해두면 너 지난번에 성적표 숨긴거 엄마께 말한다. 아. 그건 좀 아니지 그리고 저번에 오티간다고 거짓말하고 클럽에서 밤샌것도 다 말할거야. 형 진짜 이러가야? 싫으면 해놓던가. 아.하면 되잖아. 설거지,협박(0),기타괴롭힘(3),87.1
야 찐따! 매점 가서 빵 사와 알았어. 어떤 거 사다줄까? 알아서 내가 좋아하는 걸로 사와 이 찐따야 그럼 돈은.? 돈은 네 돈으로 사야지! 빌린 걸로 치자. 나도 돈 없는데. 네가 알아서 마련해서 사와야지 어쩌라고? 나 정말 돈 없어. 알아서 해. 대신에 다음 시간까지 빵 안 사오면 뒤진다. 알겠어.,기타괴롭힘(3),갈취(1),86.77
여기 내 책상에 손 댔어? 아니요. 전 일만하고 있었는데요. 지금 여기 너와나 둘 뿐인데 내 책상은 어질러져있고 돈도 없어졌네. 전 절대로 가져가지 않았어요. 너 혹시 전과있니?? 대학은 나왔어? 저 정규대 나오고 . 대학에서 남의돈 훔치라고 배웠어요? 절대로 그런짓 안했어요. 그럼 돈이 발이 달려 도망이라도 갔대? 보자보자하니까 평소에도 손버릇이 나쁘더니 결국 내돈까지 보시면 아실거예요.전 아니예요. 저게 또 고장난거 까지 아네.,직장내괴롭힘(2),갈취(1),86.32
여보 식사하세요 어 지금 가. 여보 오늘도 고생 많았어요. 왜이래? 밥이나 먹어. 당신 근데 견과류 알러지 있다고 했죠? 어. 먹으면 목이 부어서 숨이 안쉬어져. 그래서 어릴 때 이 후로 한 번도 먹어본 적없어. 왜? 아니에요. 나도 당신 만나고 견과류 먹어본 기억이 없어서. 내가 안먹으니 너도 안먹어야지. 말이라고 해? 알죠. 그래서 지금까지 안먹었잖아요 근데 여보 오늘 샐러드 드레싱 어때요 ? 땅콩 좀 갈아 넣어봤는데 .윽.뭐야? 당신.일.일부러. 윽 . 살려줘.약.약!!.켁. 여보 그 동안 고마웠어요 그러게 내가 원하는 대로 해줬으면 좋았잖아.잘가요 여보,협박(0),기타괴롭힘(3),85.8
"팀장님, 저 이번 프로젝트에서 담당 범위가 정확히 어떻게 되는지 좀 여쭤봐도 될까요? 제가 지난 회의 때 말씀하신 거 메모를 했는데, 디자인 검수 부분이 제 담당인지 아닌지 헷갈려서요. 아, 그 부분은 원래 디자인팀이 하기로 했는데 일정이 겹쳐서 일단 이번엔 네가 맡아줘야 할 것 같아. 추가 업무인 건 알고 있으니까 이번 달 업무 배분에서 다른 거 좀 줄여줄게. 아 그렇군요, 감사합니다. 그럼 검수 기준이나 체크리스트 같은 게 있으면 공유 부탁드려도 될까요? 응, 이따 메일로 보내줄게. 모르는 거 있으면 언제든지 물어봐. 네, 알겠습니다. 감사합니다.",일반대화(4),직장내괴롭힘(2),84.87
많이 어려워? 제가 그 물건을 다음달까지 어떻게. 안 어렵게 도와줄까? 네? 그게 무슨. 이게 누구실까? 앗. 우리 아들 그래 하나뿐인 석박사 수석 아드님 왜 이러십니까. 어때 좀 쉽게 구할 거 같아? 제발.시간을 좀 주세요.,협박(0),갈취(1),84.38
이상 발표를 마치겠습니다. 질문 하나 해도 될까요? 이해 가지 않는 부분이 있어서요. 네 하세요 왜 이 부분에서 이렇게 나오는건가요? 제가 알기론 이게 아니라는거 같다고 어디서 들었는데요 아 이건 이 부분을 참고하시면 될 것 같습니다. 제 답변이 도움 되었나요? 아 아니요 전 아직도 왜 그런지 모르겠네요 그리고 발표 준비를 너무 대충 하신거 아닌가요? 모든 반 학생들이 이해 가게끔 해야지 이게 뭐에요 그만하시죠. 다음엔 최대한 이해가 쉽고 빨리 되게끔 정리해서 오겠습니다. 그렇게 말하면 끝인가요? 전 질문자로서 기분이 상했는데요. 그냥 제가 마음에 안 들어서 반 아이들 앞에서 창피를 주시는거 아닌가요?,기타괴롭힘(3),직장내괴롭힘(2),84.09
아니 다른집 사위들은 능력 좋아서 차도 뽑아주고 골프여행도 보내준다는데 아휴 여보 김서방 듣겠어요 그러지마요 들으라고 하는 소리야 처가와서도 밥만 잘넘어가나 잘만 쳐먹네 여보 좀 내가 뭐 틀린 말 했어? 여보 제발 김서방 기분도 생각해줘야죠 내가 마음에 안드는 사위 놈 뭐 눈치까지봐야돼? 아휴. 저도 모르겠네요 정말 자네도 잠자코 있어 자네도 맘에 안들면서 편들어주려고하지말고 여보. 그만해요제발,기타괴롭힘(3),직장내괴롭힘(2),83.56
야 너 이번에 신입사원 봤냐? 진짜 못생김 너도 봤냐? 나도 어제 보고 깜놀 아니 못생겼으면 꾸미기라도 하지 얼굴도 쌩얼 그니깐. 우리 평균 외모 떨어질듯 너 쟤랑 다음주에 같은 프로젝트 들어가지 않냐? 아 그러니까 진짜 할 맛 안나네 야 너 진짜 불쌍 난 최대한 안 엮일라고 아 진짜 다음주에 같이 어떻게 하냐 옆에 가면 냄새 나는지 알려주삼 아 진짜 벌써 짜증나네,직장내괴롭힘(2),기타괴롭힘(3),83.45
당신 아들이 사람을 때렸다고 네? 우리 애가요? 전치6주가 나왔는데 어쩔 거에요? 우리 애가 그런게 맞아요? 나는 경찰에 신고해도 상관 없는데 네?! 그냥 치료비만 주세요. 조용히 처리합시다 아니 그럴 리가 없는데 아 그럼 경찰서에 가고 아니 잠깐만요,갈취(1),협박(0),82.86
저기요 운전 그따위로 하실거에요? 아니 저기요 당신이 일부러 차 바퀴에 다리를 갖다댄거 다 봤습니다. 아니 이 사람아 우선은 사람 다리가 찍혔으면 사과 부터 해야지 어디서 싸가지 없게 저기요 다친건 안타깝지만 뭔가 고의적이었던게 느껴져서요 혹시 합의금 때문에 그러신건 아니 이 사람이 진짜 내가 그럴 사람으로 보여? 어디 법정까지 가봐? 죄송하지만 블랙박스 있거든요 한번 제대로 아니 그거 주세요 젊은 친구가 야비하게 일단 이건 부셔놓고 저기요 뭐하시는거에요! 자 이제 법정에서 봅시다.,갈취(1),협박(0),82.77
아이고 동네 사람들 며느리가 시어머니 잡네잡아 어머니 정말 왜그러세요? 나 약먹는다 그약이 독약인지 내가 어떻게아냐 이약안먹으면 증상이 더 안좋아져요 나는 멀쩡하다 어머니 제발요 어머니때문에 온 가족이 힘들어요 아이고 이년이 이제 나 죽으라고 제사지내네 어머니 왜 그러세요 제발 정신차리세요 동네 사람들 며느리가 시어머니 약먹여 죽여요 죽여 그런거 아니에요 제발,기타괴롭힘(3),협박(0),82.5
무료 이벤트라고 해서 왔는데 이것도 꼭 받아야되나요? 당연하죠 세상에 공짜가 어딨어요 아니 그럼 무료라고 써놓으면 안되죠 그럼 애초에 안 받겠다고 해야지 이미 받고 그러시면 어떻게 해요 아니 저 정말 몰랐는데 이미 결제했어요 10만원 아니 제대로 설명을 해주셔야죠 학생 검사까지만 무료인거야 학생이 몰랐던 걸 왜 나한테 따져 아니. 자꾸 이러면 경찰 부를거야 네.,갈취(1),기타괴롭힘(3),82.39
야 너 고객한테 누가 그렇게 대들래 카페 이미지 나빠지면 책임 질거야? 아니 저분이 저한테 음담패설을 하는데 어떻게 가만히 있어요 너 나한테 까지 대들어? 사장님이 그렇게 당하시면 가만히 있을까요? 난 그런일 안당해 봤지만 그냥 무시할것 같은데 뭐라고요 자기 가게인데다 일도 알바한테 다 시키면서 운영하면서 이 새끼가 너 여기 나가고 싶어? 제가 틀린말 했나요? 그리고 어떻게 위로 한마디도 안해줄수 있나요? 너 바보냐 여기가 교육받는 곳이야? 너 그냥 나가 정말 너무하시네요 너 같은 직원 필요없어,직장내괴롭힘(2),기타괴롭힘(3),81.41
혜민아 넌 날 떠날 수 없어 무슨 소리야. 내가 우리 헤어지자고 했잖아. 아니? 난 너랑 못헤어져. 아니 안헤어져. 그만하자 오빠. 나 너무 힘들고 지쳤어. 너도 나 사랑한다고 했잖아. 니가 그런 날 어떻게 떠나? 너무 숨막혀. 오빠가 이럴 때마다 정말 니가 나랑 헤어지면 편하게 살 수 있을까? 내가 가지고 있는 니 사진들 회사에 뿌려도 되는거니? 무.무슨 소리야? 오빠 설마. 진짜 소름끼친다. 난 매일 너를 담고 싶어서 사진을 찍은 게 문제가 돼? 우리 헤어지지 말자 이건 내 동의도 없이 찍은 거 잖아!,기타괴롭힘(3),협박(0),81.27
"선배님, 오늘 회식 참여하시는 거죠? 아, 저 오늘은 좀 일이 있어서. 아 그렇구나요, 아쉽네요. 다음엔 꼭 함께할게요. 네! 알겠습니다.",일반대화(4),직장내괴롭힘(2),80.97
오늘도 윗집은 축구하나보다.어휴 오늘 또 잠 다 잤구나.경비실에 전화해야겠다. 경비아저씨죄송한데 101동 3201호에 층간소음 인터폰 좀 해주세요. 여기 3101호인데요 그쪽에서 인터폰 하셨어요? 하루이틀도 아니고 11시면 다 자야하는 시간인데 너무 하신거 아니예요? 그쪽도 애들 키우면서 이정도에 예민하게 굴려면 아파트에 왜 살아요? 낮에는 참는다지만9시부터 시작해서 11시예요!윗집에서 조심해야하는 시간이죠 제가 일하고와서 애들이 반갑다고 인사하고 씻은게 다인데 그게 시끄럽다면 어쩌라구요? 어쩌라니요? 조심해달라구요 이사람이 이런식으로 나오면 망치 들고 내려갑니다. 제대로 층간소음 알려드려요? 지금 뭐라고 하셨어요? 협박하는거예요? 경찰 불러요? 경찰 오기전에 제가 제대로 판 벌립니다.조용히 살고 싶으면 인터폰하지마요.한번만 더 경비실에서 전화오면 밑에집에 불내버릴테니,협박(0),기타괴롭힘(3),79.07
야 야 내일까지 이거 부모님 동의해오라는 거 좀 도와줘라. 응? 내가 이걸 어떻게. 아 니네부모님 주민번호알아와서 하면 되잖아 우리 부모님 주민번호를 .? 어차피 선생님들이 그런 거 다 보는 거 아니고 그냥 성인 보호자 동의만 해오라는 거잖아. 그치만. 너는 이딴 거 해오라고 안하잖아.아 짜증나네. 말귀 못알아듣냐? 그치만.우리부모님 주민번호를 내가 너한테. 내가 뭐? 나쁜데 쓴데? 아 진짜 우리엄마아빠는 이런 거 가지고 가면 뭐라한다고 나도 우리 부모님이 싫어하실텐데. 학교생활 망치기 싫으면 니가 이거 알아서 처리해라. 내일까지 부모님 번호 알아와,갈취(1),기타괴롭힘(3),78.47
어이 남 비서! 네 회장님! 무슨 일이십니까? 요새 자네 태도가 너무 마음에 안 들어 네.? 어떤 점이 마음에 안 드십니까? 자네가 내 딸 같아서 손 잡았을 뿐인데 다른 사람들 보는 앞에서 손을 뿌리치고 무안을 줘? 딸 같은 것이랑 딸이랑은 다르다고 생각합니다만. 실제 딸 앞에서도 이러십니까? 뭐야!! 제 말이 틀린 건 아니지 않습니까? 계속 이렇게 나오면 너 해고야! 그리고 집이 많이 어려운 것 같은데 내가 너 돈 그 어느 곳에서라도 못 빌리게 다 막을 거야! . 죄송합니다 어? 내 구두에 얼룩이 졌네 당장 핥아 먹으면 용서해주는 거 생각해보고,직장내괴롭힘(2),협박(0),78.44
엄마 나 이번에 용돈 좀 올려주면 안 돼? 얼마? 한 오만 원? 지금도 충분하지 않아? 요즘 물가가 너무 올라서요. 뭐에 쓰려고?,일반대화(4),갈취(1),78.13
지금 또 청소기 돌렸어요? 다들 퇴근후 쉬어야하는 시간인데 너무 시끄럽네요 아니요 저희는 그냥 티비만 보고 있었어요 아니 밑에 와서 들어보세요 지금 얼마나 쿵쿵거리고 시끄러운지 저희는 신경쇠약 걸릴지경이에요 아니 저희는 저녁시간에는 더더욱 조심해서 지내는 중이고 지금도 일부러 세탁기나 청소기는 낮에만 돌리고 그러고 있어요 무슨 소리에요 지금도 웅웅거리고 쿵쿵거리는 소리에 참다참다 올라왔다구요 수시로 이렇게 올라와서 항의하는 탓에 저희도 노이로제 걸릴지경이에요 저희집말고 다른집에서 청소기 돌리는지 알아보세요 무슨소리에요? 바로 위에서 들리는 소리때문에 올라왔는데 들어가 볼게요 청소기 나와있나 안나와있나 뭘 어디 들어와 이거 완전 정신병자네 들어오기만해봐 주거침입죄로 신고할거니까 뭐? 정신병자? 그래 나 정신병자다 너도 뉴스에 나오는것처럼 정신병자한테 식구들이랑 몰살당해볼래? 그래 계속 그렇게 날뛰어봐 경찰 부를테니까,협박(0),일반대화(4),77.0
야 너 00오빠랑 어제 가는거 봤다? 그게 뭐 어쨌다고 그 오빠 다전남친이야 나랑 무슨 상관이야 내가 다 친구라도 돼? 야 맞을래? 걍 기분 나쁘니까 만나지말라고 싫어 ! 야 너 부모님 없더라? 너가 그걸 어떻게. 너 그 오빠랑 계속 만나면 반에 그거 다 퍼뜨릴거야 그리고 너 맘에 안드니까 참교육좀 받아야겠다 .내일 학교 공터로 와라 안오면 알지?,기타괴롭힘(3),협박(0),75.86
여행 누구랑 다녀왔어요? 아 친구랑요 친구 누구? 남자친구? 아니요 대학 동창이요 아 대학교에서 만난 남자친구? 아니요 그냥 친구요 아 요즘에는 흠도 아니야 솔직히 말해도 되지 진짜 그냥 친구요 아 그래그래 남자인 진짜 그냥 친구 하,기타괴롭힘(3),직장내괴롭힘(2),75.75
개발 2팀 이미나 대리 알아? 글쎄 이미나 대리가 지난달에 이혼했대. 진짜? 왜 이혼했대? 잘 모르겠는데. 어쨌든 그렇게 됐나봐. 어머. 불쌍하다. 그집 애도 있지 않아? 아마 둘일껄? 어떡하냐. 남편 전문직이라고 그렇게 좋아하더니 불쌍하다. 애들은 어쩌구. 불쌍하지 이제 혼자 벌어야 하니. 왜 이혼한거야? 바람피운거야? 글쎄 아마 그렇지 않을까? 요새 쎄컨 두는게 유행이니. 애들만 불쌍하지 뭐. 남이사 이혼하든 말든 무슨상관이야!!!!,직장내괴롭힘(2),기타괴롭힘(3),75.0
그때 빌려간 내 가방 좀 돌려줘 싫은데? 내가 왜? 빌려간 지가 벌써 한 달이야. 내 알 바 아니잖아 부모님이 사주신거란 말이야. 나한테 정말 소중해 그거 내 알바 아니고. 그러게 누가 주제에 안 맞게 이런 비싼 가방 가지고 다니래? 머저리 같은 새끼 제발. 부탁해 어차피 너한테 안 어울리는거 나 주면 안되냐? 큭큭 무.슨 소리야 돌려줘 그냥 나 달라고. 안 주면 네 눈깔 뽑아버린다 뭐? 네 눈깔이랑 네 손모가지 잘려봐야 너가 정신차리지? 누가 갑이고 누가 을인지. 나대지마 머저리 같은 새끼,협박(0),갈취(1),74.78
야 이것좀 빌리자 안돼. 전에 가져갔던 무선이어폰도 안주고 있잖아 그건 내가 쓰고 있는데 고장나면 줄께 걱정마 너 자꾸 이럼 신고할거야 친구끼리 왜 이래 잠시 빌려쓰는데 빌리는거냐 가져가서 안주는거지 너 맞은지 좀 된것같다 좀있다볼까 우리 난 예전에 내가 아니야 인터넷에 니가했던 나쁜짓 다 올려버려서 널 폭로할거야 야야 장난이야 뭘그리 겁을 먹냐 이어폰 가져가 소리 잘나오네 비싼게 역시 달라,기타괴롭힘(3),갈취(1),74.65
미연씨 혹시 오늘 저녁에 뭐 먹어요? 저 오늘 아직 저녁 생각은 안해봤어요! 아. 혹시 그럼 오늘 저녁에 이거 먹을래요? 네? 아 혹시 저 주시려고 만드신 건가요? 아니 그건 아니고. 이게 내가 실수로 메뉴를 잘못 만들었는데 버리긴 아깝잖아 감사합니다! 그럼 제가 오늘 퇴근하면서 가져가겠습니다! 이거 원래 3만원 짜린데 내가 실수해서 2만원에 줄게요. 네?.아 혹시 제가 사서 가야하나요? 아니면 이번 달 월급에서 빼고 그래도 싸구려 음식도 아닌데 그냥 주기는 아깝잖아? 알겠죠? 그렇게 알고 있을게요. 아.저는 굳이.그렇게 까지.하,직장내괴롭힘(2),갈취(1),74.01
이게 어떻게 된거야.? 엄마 수술은 어떻게 된거냐고 엄마가 이제 괜찮다고 해서 딱 봐도 많이 좋아지셨잖아. 굳이 수술까진 할 필요 없어보여서. 뭐? 그걸 왜 누나가 정해? 누나가 의사야? 병원가서 정밀검사 받아보고 해야지. 큰 병이면 어쩌려고 그래? 아 늙어서 몸도 성하지 않는 사람 수술해서 뭐 어쩔건데???? 그럼 내가 준 수술비는 어쨌는데. 급하다며 급하다고 해서 내가 돈 다 빼서 줬잖아. 그거 어딨냐고 !!!!!!!!! 그건 다른 급한 곳에 썼어. 하. 급한 곳? 뭔데 어디다 썼는데. 엄마 모시고 살면 돈 나가는 곳이 한 두 군데니? 이것 저것 급한 곳들 돈 썼지. 니가 말하면 알아? 이건 뭐야? 못 보던건데. 누나 또 명품샀어? 아 내놔!!!!!!!! 니가 뭘 알아. 아니야 이거 원래 있던거야. 하. 니가 그러고도 인간이야? 그게 어떤돈인데!!!!!!!!!!!! 내가 밤낮으로 잠도 못자가면서 번 돈 !!!!!! 엄마 수술비하라고 다 빼서 준 걸 니가 가방을 쳐 사는데 써??????????? 아 시끄러워. 나 바빠 가야해. 이성을 잃은 듯 너같은 년이 죽어야하는데. 너같은 년은 살 가치가 없다. 너가 죽어 너가 !!!!!!!!!!! 왜.왜이래??! 미쳤어? 이제 도저히 못참겠다. 몇 년 동안 이게 몇 번째야? 이 짓거리 못하도록 그냥 널 병신 만드는게 낫겠다. 팔 다리를 부러뜨려야 밖으로 안싸돌아 다니지? 발목을 아주 잘라버려야겠어. 주변에 흉기를 찾는다 미.미쳤어 왜이렇게 흥분해?!?!? 공구함에 있던 망치를 들며 너 내가 오늘 가만 안둬. 미친 건 너야. 팔다리를 없애버리겠어. 꺄아아아,협박(0),갈취(1),73.56
아 할거야 말거야 못.못하겠어 어려운일 아니라까? 그래도 그냥 길 지나가는 사람을 어떻게 때려 한번 해보면 스릴 넘치고 재밌어 나는 못하겠어 진짜 그래? 그럼 니가 맞을래?니가 못하겠으면 니가 맞아야지 내가 무리에 껴준다고했는데 그거 하나 못하는 패기 없는 새끼랑은 안놀아 .미안해 정말 아. 진짜 병신이 따로 없네 미안해 괜찮아 니가 맞아 정신이 번쩍 들지 알아?,협박(0),기타괴롭힘(3),72.98
오 네가 000이구나 올해 대학 들어갔다며 네 하하 어디 들어갔어? 대요 아난 이집 할머니가 그렇게 자랑을 해대길래 얼마나 좋은 대학을 들어갔나 했네 스카이라도 간줄 알았잖아 고작 대 호호 하하. 등록금 비싸지 않아? 거긴 사립대라 등록금도 비쌀텐데 조금만 더 공부 열심히 해서 서울대 가지 그랬어 네 아무튼 뭐 열심히 해 봐 거기서 열심히 해 봤자겠지만 네 들어가세요,기타괴롭힘(3),직장내괴롭힘(2),72.37
배가 고프네. 야 너 밥좀 사와 저 공부중인데 . 씨벌늠이 내가 배가 고프다고 귀구녕에 반창고 부치고 다니냐? 독서실에서 이러면 . 쓰벌 뒈지고싶냐? 니가 내가 누군줄 모르지? .네에 네에?? 하 요고봐라. 알게해조? 모가지 따보까? 지금 아니.그게. 일루와.셰키야. 밥이랑 모가지랑 바꾸게. 빙신 사오겠습니다.,갈취(1),협박(0),72.19
너 내 지갑에 손댔지? 내 돈 내놔. 아니에요. 봐봐. 돈 여기 있잖아. 속옷속에 숨겨놓으면 못찾을 줄 알았어? 그거 제돈이에요. 어디서 개구라를 쳐? 맞아야 정신차리지? 이거 습관성이야. 저 도벽없어요. 어라? 이딴식으로 나오겟다? 너 정신머리가 글러먹었구나? 죄송해요. 일로와. 너 죽여버릴거야. 죽어야 정신차리지. 정신 차릴게요. 죄송해요.,협박(0),갈취(1),72.12
뭘 쳐다봐? 기분 나쁘네 왜 그러시는데요. 야 허리 좀 똑바로 펴고! 자세가 그게 뭐야. 눈 깔고 내가 묻는 말에 대답해. 저 학원 가야되는데. 야 내가 지금 너때문에 기분이 나쁘잖아. 어른이 말하는데 태도가 그게 뭐야? 죄송합니다. 빨리 비켜주세요. 사과하면 다야? 이거 아주 웃긴애네. 너 지갑 줘봐. 지갑 안가지고 다녀요.제가 뭘 잘못했는데요. 애가 거짓말도 잘 못하네. 가만히 있는 사람 기분상하게 했으면 지갑이나 내놓으라고 이년아 죄송해요.,갈취(1),기타괴롭힘(3),72.03
너 이자세는 할 줄 알아? .야.왜그래. 아니 너 몸 진짜 못움직이나 한번 보게 너 진짜. 아 진짜 못하나??? 푸하하하하하 쌤통이다 너 못움직이니까 답답해뒤지겠지?? .하지마라. 쯧쯧진짜 부모님 고생시키지 말고 그냥 죽어 나같음 죽었다 부모님.은 건들지마라. 왜 때리고 싶냐떄려봐떄려봐 .야이 사람도 못한 놈,기타괴롭힘(3),협박(0),71.91
사장님!! 일주일전에 제가 여기서 사간 쫄면을 먹고 배탈이 난거 같아요 네? 그럴리가요 저희는 모든 음식을 청결하게 만들고 있어. 아 됐고 여기 음식 먹고 배탈나 며칠동안 고생하고 일도 못나갔어요!! 아니 저희는 절대 그런일이 없다니까요!! 자꾸 이런식으로 하시면 인터넷에 글 올릴거예요!! 제가 아주많이 유명한 인플루언서거든요? 하. 정말 죄송합니다 저희가 더 신경을 썻어야 하는데 . 죄송하다면 다예요? 제가 겪은 고통 병원비 아파서 일 못나간거는 어떻게 보상 하실건가요?? 아니.네? 그럼 저희보고 어떻게 하라는. 치료비랑 위자료를 주셔야겠어요!! 병원비랑 제가 받은 정신적피해 일 못나간거해서 500만원 주셔야 할거 같아요 아니 뭐라구요???? 무슨 500만원이 뉘집 개 이름도 아니고. 이보세요!! 사장님 제가 얼마나 바쁜사람인줄 아세요? 제 시간은 다이아몬드예요!! 아니 병원비라면 저희가 어떻게 책임 지겠는데. 하루벌어 하루먹고 사는데.500만원은 무리예요. 뭐 어쩔수 없죠!! 제 에 올려야 겠네요 분식 음식먹고 배탈나서 죽을뻔 했는데 사장이 나몰라라 한다구요 병원 처방전도 다 끊어 놨어요 좋게 대화로 하려 했는데 안되겠네!!,갈취(1),협박(0),71.72
