문장,정답,예측,확신도(%)
아저씨 저 담배하나만 사다주세요 아니 학생 담배는 몸에 안좋아 아저씨가 무슨상관이에요? 부모라도 돼? 생각하고 하는 말이라 그래 아 됐고 안사줄거면 됐어요 학생 아진짜 짜증나게 어딜잡아요? 안사줄꺼면 꺼지라고 학생 그러면 안돼 안되긴 뭐가 안돼? 아저씨가 내 인생 살아줄거야? 염병 기분나쁘니까 꺼지라고 한대 맞아야 정신차릴거에요? 학생 나중에 후회해 그래서 하는 말이야 아주 그냥 성자 나셨네 성자 두번 말안해 안사줄꺼면 꺼져 쳐맞기 싫으면,협박(0),기타괴롭힘(3),77.89
야 야 내가 좀 춥다 환절기 되니까 좀 쌀쌀해 그렇지? 어어? 그러네 와 이새끼 패딩 좋은거 입고 다니네 아 고마워 아니 고마워말고 좀 벗어봐 응? 나도 한번 입어보자 어? 입어만 보는거지? 응 입어보니까 보는 것만으로도 다르네 야 이거 내가 지금 추우니까 입고 다음주에 돌려줄게 어?안되는데 야 그럼 내가 추워 얼어 죽었으면 좋겠냐?? .아니. 그건아닌데 그럼 주말 잘보내라 나 간다,갈취(1),기타괴롭힘(3),77.21
내가 말하는게 우습냐? 미미안해. 우습냐고 새끼야 내가 뭘 잘못했는지 모르겠어 미안해 니가 뭘 잘못한지 모르는게 잘못이야 새끼야 알겠어? .억울해. 억울해? 하긴 생긴게 좀 억울하게 생겼다 내가 코좀 비틀어줄까? 그럼 좀 덜 억울해보일것같은데? 하.하지마.잘못했어 아까는 뭘 잘못했는지 모르겠다며 새끼야 억울하게 생긴 니얼굴 내가 좀 고쳐준다는데 하.하지마. 제발,협박(0),기타괴롭힘(3),77.18
우와 00아 너 이번에 올라온 사진 정말 예쁘더라. 아 응 고마워! 그래서 그 사진 보고 너가 입은 옷이랑 립스틱 따라 사고 싶은데 어디 제품인지 알려줄 수 있을까 ? 나 정말 너 좋아해서 따라하고 사진 찍고 싶어. 어. 0000 여기 제품이야. 우와 봤는데 너무 비싼 것 같아. 어차피 사진 한 번만 찍을 껀데 둘 다 빌려주면 안될까? 아 그래. 빌려줄게. 그러면 빌려주는 김에 전전 피드에 올린 옷도 같이 빌려줘! 아 그거는 내가 사촌언니 이미 빌려줘서 못 빌려줄 것 같아. 그래? 근데 나 진짜 너무 궁금한데 언니한테 얼른 다시 받아서 빌려주면 안될까? 너 엄청 착하잖아. 믿어도 되는거지?! 알겠어.,기타괴롭힘(3),갈취(1),76.77
이봐요 아가씨 이렇게 해도 되는거야? 손님 죄송합니다 내가 여기 단골이야 사장님 어디있어? 손님 이건 본사 지침이라 어쩔 수가 없어요 됐고 당장 불러와 사장 연락해드리겠습니다 여기 단골인데 이거 하나 못해줘? 진짜 어이가 없어서. 죄송합니다 내가 말만 하면 이 가게 다신 못 열어. 죄송합니다,협박(0),기타괴롭힘(3),76.66
자꾸 이렇게 집착해서 전화자꾸하지마 한번만 만날수 없니 딱 한번만 우린 헤어졌는데 뭘 만나 난 아직 아니야 널 사랑해 뭘 사랑해 그런놈이 둘째를 가지냐 그건 나도 술마시고 술김에 모르고 넌 날 그양 즐기는 상대로 만난거니 이제 끝내자 아니야 조금만 기다려주면 이혼하고 정리될거야 그럼 다른사람 찾아봐 난 아니니 한번만 만나줘 내가 설명할께 너 자꾸 이럼 임신한 니 와이프에게 우리 사진보낸다 야 그렇게하면 나도 가만안있어 니 남자친구랑 집에 나도 폭로해버릴거야 그래 이제야 본심 나오네 넌 그런 양아치야 넌 깨끗한줄 아나보네 그래 우리 서로 다밝히고 깨끗히 서로 다시 시작하자 뭘 시작해 양아치야 너 한번만 더 전화하고 찾아오면 널 아는 모든사람이 니가 이런사람이라는걸 알게 해줄께,기타괴롭힘(3),협박(0),76.02
나준씨 지금 할 일 없지? 아 지금 넘길 서류가 있는데. 빨리빨리 처리 안하고 뭐했어? 방금 받은 일이라서요. 됐고 그거 나중에 하고 지금 커피 좀 사와봐. 지금이요? 응. 근데 내가 카드를 두고 왔네. 그럼 어떻게. 지금은 나준씨 카드 써. 내가 나중에 줄게. 며칠 전 것도 아직 안 주셨는데 나 지금 거짓말쟁이 취급하는 건가?,직장내괴롭힘(2),갈취(1),75.99
이거 도와주세요. 난 지금 바빠서 도와줄 시간이 없어. 넌 바쁠 때 항상 바쁜척 하더라 바쁜척 하는 게 아니라 실제로 바빠. 지금까지 놀다가 바쁜척 하는 거 알아 진짜 바쁘다니까. 내 말을 뭘로 알아 니가 평상시에 하는 행동을 보면 매번 그렇더라 니가 미쳤군. 사람 말을 못믿는 걸 보면 너야 말로 진짜 미친 놈이야. 넌 이성을 잃었여. 평상시도 제정신이 아니었지만.,협박(0),기타괴롭힘(3),75.54
돈 언제 갚을거야? 곧 갚겠습니다. 아이씨 그 말만 몇번째야?!?! 죄송합니다.그치만 지금 당장은. 야 시끄럽고 돈 없으면 장기 하나 팔아 네??무슨 말씀이세요. 돈 없으면 장기하나 팔라고! 너가 빌린돈 갚으러면 신장둘다 떼면 되겠다 그거 다 떼면 죽는거 아닌가요? 내 알바야? 꼬우면 갚던가 곧 갚겠습니다.살려주세요 형님한테 전화한다,협박(0),갈취(1),75.52
너희부모님 장애인이라며? 넌 왜이렇게 멀쩡하냐? 무슨근거로 그런말을 해? 소문이 그래 너도 부모님처럼 장애인 만들어줘? 시킨일 다했자나 왜그러는거야 그냥 너가 마음에 안들어 그만 괴롭히면 안될까? 안돼 내 스트레스가 풀릴때까지 계속이야 신고할거야 신고해봐 어디! 내가 너 가만히 안둘테니 언젠가 내가 가만히 안둬,기타괴롭힘(3),협박(0),75.39
교도관님 저 진짜 마약 없으면 안돼요. 딱 한번 아니 조금이라도 제발.저 진짜 사는 게 사는 게 아닙니다. 이새끼가 아직도 정신을 못차렸어? 그. 마약 진짜 구하기 힘들었어요. 들어오는데 돈만 얼마 들었는데요. 애초에 그거 제거잖아요 왜 나라가 도둑질 해가요 빨리 돌려주세요. 이게 돌았나. 그게 니거면 뭐 구하기 어려우면 뭐 어쩌라고! 형량 더 씨게 받아야 정신 차릴래? 아이씨 그냥 달라고!!! 내거잖아!! 빨리 달라고!!!! 내거잖아 내놓으라고 내놔 나한테 주라고! 와 저 놈 마약하더니 진짜 정신상태가 온전치 못 하네. 야 교도관 너 당장 내 약 가지고 와 이 칼 보이지? 내가 이걸로 어떻게 할 거 같아? 앞으로 다가오지 마! 야 너 왜그래 당장 그 칼 안 내려놔? 빨리 내려 놔!! 내가 왜? 이 칼 보이지? 당장 내 약 안가져오면 여기있는 이 재소자 죽여버린다. 다른 사람 목숨 버릴거야? 마약은 진짜 안 된다고. 빨리 칼 내려놔. 그렇게 난동 부려서 좋을거 없잖아. 지금까지 조용히 살아와놓고 왜 그래. 내가 마약 없으면 사는 게 사는 게 아니야. 환청도 들리고 막 이상한거도 보이고 너무 힘들다고 나하나 죽으면 너무 억울하잖아 다른 애도 한 명 데리고 갈게. 내가 마약 주면 그거 불법이야. 내가 교도소에 갇히게 될 수 있다고. 제발 그 칼 내려놔.,협박(0),갈취(1),74.95
빌린 돈 당장 갚아 지금 당장은 돈이 없습니다 내일까지 계좌로 오백 보내. 당장 내일까지요? 그 돈을 어디서 구해요 안 보내면 . 시간을 조금만 더 주세요 제가 다음 주까지는 꼭 꼭 구해올게요 . 안 보내면 . 너 콩팥 한 쪽은 무사하지 못할 줄 알아 제발 한 번만 봐주세요 죽기 싫으면 내일 저기 앞 뒷골목에서 보자. 흐읍흐읍 넵,협박(0),갈취(1),74.58
너 나랑 헤어질꺼야? 응 나 이제 너랑 못 만나 나 너 동영상 가지고 있어. 알아? 너 이런 동영상 언제 찍었어? 너 이 영상 학교에 퍼져도 괜찮겠어? 학교 다닐 수 있겠어? . 너 이러는 거 범죄야. 얼른 지워줘. 싫어 너가 나 다시 만난다해주면 지울게 알겠으니까 얼른 지워줘 하는 거 보고 지울게 보채지마. 너.,갈취(1),기타괴롭힘(3),74.49
너 어떻게 여기서 다 보니? 우리 병원엔 무슨 일이야? 아. 그게. 남편이랑 같이 왔어 . 그래? 남편은 어디가고? 남편 잠깐 나 마실 거 사다준다고. 그래? 아 수영아 너 임신한거야? 몇년 전에는 우리 병원에서 낙태했잖아 그게 전 남친아니였나? 응? 니가 그걸 어떻게. 어머 얘 나 여기 병원 간호사야 그런 것도 모르겠니? 너희 남편은 알아? 너 낙태한 거. 혹시 속인 건 아니지? 남편은. 아직 . 그치만 내가 때가 되면 알아서 얘기할거야. 제발 모른 척해주라. 어떻게 그래 남편이 원하면 알려줘야하는거고 너도 진짜 뻔뻔하구나. 어떻게 그런 걸 속이니? 속인 게 아니라 아직 말을 못한거야. 제발 그러지마. 원하는 게 뭐야.? 넌 얘가 날 뭘로 보고 아 참 나 내일 생일인데 별 건 아니고 여행자본이 조금 부족한데 .한 오백정도? 오백.?그.그 당장 내일.? 선택은 니가 하는거지 뭐 어머 니 남편 아니니?,갈취(1),기타괴롭힘(3),74.39
여어 야 너 랑 만나지? 아. 어. 그렇게 됐어. 하아 너 진짜 대단하네. 는 뻔히 랑 진지하게 만나는 거 알고 있는데 네가 낀거자너? 진짜 뻔뻔하네? 아니. 이미 그때 둘 사이가 이미 소원해서 그런거 아냐. 아니긴 뭐가 아냐 내가 다 아는데. 너 진짜 얼글 철판 제대로 깔았다 내가 확 들한테 다 불어버린다 너 제대로 퉁수 쳤다고? 아니야. 그러지마. 그냥 조용하게 만나다가 나중에 말할 생각이야. 네 일도 아니고 좀 나서지마. 아 이거 웃긴 놈년이네? 누가 누구한테 큰 소리야? 확 네 직장이랑 동기들한테도 소문 낸다? 제발 좀 그러지마. 조용히 살자. 너한테 민폐 끼친 것도 아니잖니. 와 얘 진짜 미쳤네. 너 지금 잠깐 즐기렴. 난 분명 경도했다. 나중에 모라고 하지마. 아냐 내가 다 미안해. 제발 어디 소문 좀 내지 말아줘. 제발. 이렇게 부탁해. 그걸 맨 입으로? 내가 어떡하면 좋겠니? 아니 내가 뭐 돈 달라긴 모 하고 너랑 나랑 같은 직장이잖니. 요즘 주말에 당직 많던데 그거 좀 대신 해 줄 수 있을까? 요새 주말에 내가 좀 바빠서. 하아. 알았어. 대신 아무한테도 말하면 안돼? 알았어. 걱정마. 내가 싹 잊을게!,갈취(1),협박(0),74.37
김선생 이번에 우리가 동문회하는 데 돈이 좀 모자르네. 네. 그렇군요. 김선생. 당신 좀 눈치가 없나 허허. 무슨 말씀이신지. 당신 교수되기 싫어? 허허 김선생이 왜 후배 이선생보다 아직도 교수가 못되었는 지 이제 알겠구만. 교수님! 아니 동문회비 그거 얼마나 한다고 그러나. 교수가 되려면 말이지 이런데 통이 커야하네. 죄송합니다. 저 이번달에 아내가 출산해서 빠듯합니다. 그렇지. 자식이 중요하지. 그런데 자네 교수되는건 안중요하다는 말이지. 교수님 그런 의미 아닌거 아시지않습니까,갈취(1),직장내괴롭힘(2),73.84
아 진짜 짜증나게하네 너 그냥 맞자 내가 뭘했는데 왜그래 일단 맞으면 알겠지 제발 무리한 것좀 시키지마 이게 무리하다고? 지금까지 잘했잖아 우쭈쭈 야 얘 동생있잖아 그 학교 다니는 아 걔가 얘 동생이야? 제발 동생은 냅 둬 건들지마 제발 너 하는 거 봐서,협박(0),기타괴롭힘(3),73.78
야 왕따! 뭐하냐 오늘 머리는 감고왔냐? 또 왜그래. 학폭위 한번으로는 모자르디? 이새끼가! 너 죽고싶어 환장했냐? 야 냅둬냅둬. 또 건드려봤자 좋을거 없어 니 친구는 잘아네. 나 건드려봤자 좋을거 없으니 갈길가라. 아오 진짜. 너 오늘 집에가는길 조심해라. 걱정마. 너같은 새끼 때문에 엄마가 데리러 오실거다. 이 새끼가 지금 장난하나. 확! 야 참아참아. 가자. 얘랑 얽혀서 좋을거 없어.,기타괴롭힘(3),협박(0),73.28
학생 길가에서 담배를 피면 어떡해? 아저씨가 뭔데요? 그냥 지나가다가 연기가 너무 심하니깐 그렇지. 그냥 가던길 가세요 죽기 싫으면. 학생 참 말하는 싸가지가 없구만 아저씨 제가 싸가지가 있던 없던 죽기 싫으면 갈 길 가시라구요. 넌 부모님도 안계시냐? 없는데 어쩌라고? 부모가 밥먹여줘? 담배를 사줘? 아휴 요즘 젊은 것들이란. 저 노인이 뒤져볼라고 환장했나?,협박(0),기타괴롭힘(3),72.6
너 지금 나 째려봤냐? 아니요. 아니긴 뭐가 아니야 나 기분나쁘게 째려봤잖아 아닙니다. 뒤에 간판 봤어여 어휴 생긴것도 눈 쫙 째져서 재수없게 생긴게 아니에요.정말 눈깔 뽑히고 싶어?? 기분 나쁘게 시리 죄송합니다. 앞으로도 눈 그렇게 내리깔고 다니란말야 뽑히기 싫으면 죄송합니다. 그래 재수없이 째진 눈 안보이니까 얼마나 좋냐 .,협박(0),기타괴롭힘(3),72.04
길동씨 이것 좀 해줘 네! 어떤 건가요? 내가 스타킹이 찢어져서 그것 좀 사다줘 네.? 아니 상사가 부탁하면 좀 사다줄 수 있잖아 네. 돈은 내가 줄테니까 사와 네. 일단 길동씨 돈으로 긁고 내가 나중에 줄게 어 고마워 거기다 둬 네.,직장내괴롭힘(2),갈취(1),72.01
지금 나 째려봤어요? 무슨소리에요? 지금 나 야려본거 아니야? 아휴 취하셨으면 곱게 들어가셔 주무세요 뭐라고? 지금 나 개무시하는거야? 그런거 아닙니다 아 참나 기분 더럽네 피차 마찬가지니 그냥 갈길갑시다 나는 그냥 못가겠는데? 너같이 건망진 새끼 손을 제대로 봐줄라고 이 새끼 일로와바 왜 이러세요,협박(0),기타괴롭힘(3),71.19
야 이 길동. 네 선배님! 오늘은 왠지 더 커진거 같다? 원래도 어마어마 했지만. 안그러냐? 그러네! 뽕이야? 네? 뭐라고요? 아니 네 키 말이야. 키 얘 다른 생각 했다. 이길동 그렇게 안 봤는데 그게 아니라 누가 들어도 오해할만한 말인거 같은데요. 아 선배가 장난 치는 건데 왜 이렇게 정색해. 우리 길동이 진지충이야? 아 나 진지충이랑 안 노는데.,기타괴롭힘(3),직장내괴롭힘(2),70.62
아 아줌마. 어제 새벽에 왜 왔어요? 아유 총각도. 무슨 소리 하는거야. . 왜 왜 제 방에 칼 들고 들어오셨어요?! 새벽에 봤어요 아 아줌마가. 들어오는 거. . 에잉 쯧. 안 들킬 줄 알았는데. 이거 오늘 한 놈 더 죽여야겠구먼? . 무 무슨 소리 하시는 거. 힉.! 카 칼.! 요새 젊은 총각들은 몸에 살이 없어서 먹을 게 없어 응? 근데. 총각은 튼실하니 살도 많아 보이더라고. 서 설마. 당신들 그런 그런 거야.? 아따 특식 좀 빨리 먹고 싶어서 간 좀 봤더니. 고새 들켜부렸으야. . 총각. 조금이라도 더 살고 싶으면 그냥 닥치고 있어. 다 당신들 뭐야. 뭐냐고. 뭐긴 뭐야 사람 먹는 사람들이지. 총각은 2번째야. 이번에는 405호 총각이 먼저 죽을 예정이라.,협박(0),기타괴롭힘(3),70.02
아 아저씨 사람을 쳤으면 사과를해야지 아이고 죄송합니다 뭐야 장님이잖아? 죄송합니다 제가 앞이잘안보여서 아니 장님이면 집에 짱박혀있던가 왜 싸돌아다녀? 죄송합니다 에휴 세금 먹고사는 식충들 쯔쯔 말씀이 너무 심하시네요 내가 내는 세금이 아깝다 .,기타괴롭힘(3),직장내괴롭힘(2),69.9
너 나랑 헤어지면 이거 니 주변 사람들한테 다 돌린다 이게 뭐야? 이게 뭐긴 우리 사랑의 증거지 이런걸 언제 찍은거야? 그게 중요해? 동의 없이 찍으면 범죄야 왜 그래 우리 좋았던 시간을 남긴건데 이러지말자 우리 깨끗하게 정리하자 나는 깨끗하게 정리가 안되는데 헤어지는 순간 나 이거 너네 부모님 동생 직장 사람들한테 다 뿌릴거야 좋은 구경 시켜주겠네? 제발 그러지마.,기타괴롭힘(3),협박(0),69.7
당신 아들이 사람을 때렸다고 네? 우리 애가요? 전치6주가 나왔는데 어쩔 거에요? 우리 애가 그런게 맞아요? 나는 경찰에 신고해도 상관 없는데 네?! 그냥 치료비만 주세요. 조용히 처리합시다 아니 그럴 리가 없는데 아 그럼 경찰서에 가고 아니 잠깐만요,갈취(1),협박(0),69.58
내가 싯팔 영화 스포하지 말랬지 . 오징어게임 아직 보지도 않았는데 비밀을 알아버렸어 싯팔롬아. 본 줄 알았지 웃어? 아 장난이지 이 식칼도 장난으로 보임? 아 다음부터는 안한다고 다음은 없다. 슉.슈슛.슉.슈슉.슉.시팔롬아. .,협박(0),기타괴롭힘(3),68.15
학부모님 안녕하세요. 선생님. 우리 애 성적이 왜 이래요? 개똥이가 이번에 성적이 많이 떨어졌죠? 저도 안타깝네요 그러니까 성적이 왜 저러냐구요. 비싼 돈 가져다 줬더니 이게 뭐예요? 지금 장난해요? 개똥이가 똑똑하긴한데 수업에 집중을 안해요. 학원도 자주 안나오고요 그건 너네 핑계고. 우린 돈 못내겠으니. 지난달 학원비 100만원 돌려주세요. 그건 좀. 지금 당장 가져와. 실력도 쥐뿔도 없으면서. 가져오라고. 좀 진정하시죠 야! 지금 당장 가져와. 학부모회랑 커뮤니티에 다 소문내버리기 전에,기타괴롭힘(3),갈취(1),68.08
움직이지마! 누구세요? 보면몰라? 여기 가방에 다 넣어 죽기 싫으면 이러지마세요 신고할거에요 신고하기전에 니가 먼저 죽을걸 제발요 다치기 싫어요 다치기 싫으면 여기에 금 다 털어! 요새 상황이 여의치 않아 이거 털리면 우리식구 다 길바닥에 내앉아져요 나는 이미 앉았어 얼른 넣어 잔말말고 네.,갈취(1),협박(0),67.6
이상 발표를 마치겠습니다. 질문 하나 해도 될까요? 이해 가지 않는 부분이 있어서요. 네 하세요 왜 이 부분에서 이렇게 나오는건가요? 제가 알기론 이게 아니라는거 같다고 어디서 들었는데요 아 이건 이 부분을 참고하시면 될 것 같습니다. 제 답변이 도움 되었나요? 아 아니요 전 아직도 왜 그런지 모르겠네요 그리고 발표 준비를 너무 대충 하신거 아닌가요? 모든 반 학생들이 이해 가게끔 해야지 이게 뭐에요 그만하시죠. 다음엔 최대한 이해가 쉽고 빨리 되게끔 정리해서 오겠습니다. 그렇게 말하면 끝인가요? 전 질문자로서 기분이 상했는데요. 그냥 제가 마음에 안 들어서 반 아이들 앞에서 창피를 주시는거 아닌가요?,기타괴롭힘(3),직장내괴롭힘(2),67.42
당장 그 돈 내놓지 않으면 너네 엄마를 죽일거야. 제발 살려줘 돈 줄게 2000만원을 1시간이 안에 준비해 1시간은 무리야 하루만 시간을 줘 너 내가 우스워? 이게 장난같아? 아니야 제발 살려줘 1시간 안에 준비해 .알겠어 그 대신 우리 엄마는 살려줘야해 입 다물고 빨리 준비나 알겠어,협박(0),갈취(1),67.23
물건상태가 심한데 환불해주세요 무슨소리새요? 저는 개봉도 안한 새상품을 판매한겁니다 아니 물건상태가 안좋고 내가 마음에 안들어서 환불해달라는데 왜 안되요? 이것보세요. 제가 새상품이라고 말씀드리고 환불안되는 조건으로 싸게 판매한건데요 아글쎄 물건상태가 마음에 안들어 환불해줘! 새제품을 30도 안되는 가격에 구매해놓고 상태가 어쩌니 환불을 해달라니요. 어이가 없네요 환불안해주면 땡떙마켓에 당신 쓰레기라고 소문낼거야! 소문내세요! 그럼 전 허위사실유포로 맞대응 하겠습니다. 너네집에 개키우지? 그강아지 내가 납치해버린다 이사람이 무슨소리야! 협박으로 고소한다 이 사기꾼아,협박(0),기타괴롭힘(3),66.63
안녕하십니까 사장님 뭔 안녕해 미친놈아 저리 꺼져 죄송합니다 사장님 그러게 죄송할 짓을 왜 하고 자빠지나 죄송합니다. 자네 창의성이 없나 죄송하다는 말밖에 못하는 장애를 가지고 있어? 그럼 어떻게 말해야 하나요? 얼래? 지금 대드는 거야? 됐다 차라리 죄송하다고 말이나 해 멍청아,직장내괴롭힘(2),기타괴롭힘(3),66.47
어이 길동이. 내일이면 만기일인데 돈은 준비 됐나? 제발 며칠만 더 시간을 주십시오. 수입도 없으면서 무슨 베짱으로 돈을 빌린건가. 조금만 기다려주시면 갚을 수 있습니다. 조금만? 그게 지금 몇 번째야!!! 죄송합니다 . 돈이 없으면 몸으로라도 떼워야지. 네??? 다음달까지 못 갚으면 장기라도 떼어갈테니 건강관리 잘 해두게. .무슨 일이 있어도 마련하겠습니다.,협박(0),갈취(1),65.52
너 어머니가 00병원에 있다고 했지? 어머니는 건드리지 마 병원비는 병원비대로 드는데 돈은 없고 그치? 지금 밀린 병원비가 한 두푼이 아닐텐데. 그딴거 내가 알아서 해 니가 무슨 수로? 그냥 내가 시키는대로만 해 그런 더러운 일 안 한다고 했잖아!! 너 지금 내가 부탁하는거로 보이니? 너나 니 어머니나 아무도 모르게 없애는거 일도 아니야 . 돈은 서운하지 않게 줄테니 생각 잘 해보라고,협박(0),갈취(1),65.5
아직도 멀었어? 조금만 더 시간을 주면. 하 내가 시간을 얼마나 줬는데 내 말이 좀 편했나봐 그치? 그게 아니고. 아니긴 뭐가 아니야. 내가 시간을 혹시 너무 적게 줬다 그 말인가? 내가 진짜 진짜 이번에 쓸 데가 있어서 내가 5일 아니 3일만 아니 하루만 더 시간을. 아 오늘도 없는 돈이 하루만 시간을 더 주면 생기나? 제발 내가 진짜 어떻게든 갚을게 나도 노력. 내가 니 말을 어떻게 믿지? 너 같음 니 말을 믿겠어? 아니 아니 근데 진짜 하루만 제발 하루만 더 시간을 줘 내가 진짜 어떻게든 구해올게,갈취(1),협박(0),65.01
너 내돈 대체 언제갚냐? 미안한데 시간을 좀 줘 너 오늘까지는 준다며 나도 더이상은 못참아 그럼 어떻하라고 지금은 없는데 너희 엄마한테 말해서 받아야겠어 그건 안되 며칠후에 준다니까 니말을 어떻게 믿냐 너같은 놈은 정신좀 차려야돼 경찰서에가자 신고할테니 싫다고 난 안가 배째라,협박(0),갈취(1),64.46
