문장,정답,예측,확신도(%)
빨리 은행비밀번호을 알려라. 안됩니다. 은행비밀번호는 알려줄수 없습니다 머라고? 내가 장난하는거 같나? 알려주지않으면 이 칼로 너를 죽여버리겠다 제발 살려주십시오. 은행에 저의 어머니 수술비가 들어있습니다. 안됩니다 내가 그런 사정 바줄거 같나? 어서 빨리 말해라 다시 한번만 생각해주십시오. 이게 없으면 저희 어머니는 수술받지못해 죽습니다. 그렇다면 니가 대신 죽으면 되겠군. 빨리말해라 아니면 죽여버리겠다 살려주십시오. 제발 살려주세요 빨리말해라 두번말하게하지마라 여기있습니다. 저희 어머니 수술비입니다. 제발 돌려주십시오,갈취(1),협박(0),87.59
인테리어비 좀 깍아주세요 네? 이것도 진짜 많이 깍아 드린건데요 아 그런데 나 맘카페운영진인거 아시죠? 네. 내가 카페에 후기도 잘써볼테니까 더 깍아줘여 한 삼백 까주는거어때 사모님 인건비도 안나옵니다 아니 남는게 없다는건 다 업자들이 하는 그렇고 그런 말이구 . 삼백은 진짜 안돼요 사장님 그냥 통크게 해 아직 젊은거 같은데 업체라도 망하면 큰일이잖아 그렇지? 괜히 입소문 타서 좋을 거 없어 생각좀 해보겠습니다,기타괴롭힘(3),갈취(1),87.5
죄송하지만 부탁인데 마스크좀 써주세요 니가 뭔데 마스크 쓰라 말아야 공공장소에서 마스크도 안쓰시는데 본인때문에 다른 사람들 코로나 감염이라도 되면 배상하실겁니까 내가 왜 배상해야하는데 마스크쓰는거 답답해서 못쓰겠다 마스크 쓰지 않으시면 신고하겠습니다 뭐 신고? 신고해봐 신고하면 가만히 안둘꺼야 마스크 쓰기를 거부하시니 신고하겠습니다 신고해봐 어자피 벌금몇푼내면 끝이야 신고할테면 신고해봐 좋은말로 알때 마스크 써주세요 싫은데 내가 왜써야되냐 신고할거면 빨리신고해 뜸들이지 말고,기타괴롭힘(3),협박(0),87.02
김사장. 우리 그동안의 세월을 봐서 내가 많이 봐줬다. 한번만 더 시간을 주면 안되겠나? 김사장도 양심도 없지. 내가 땅파서 장사하나? 하지만 이자가 터무니 없이 비싸네. 그럼 빌리지 말든가 급할때는 좋다고 빌려가놓고 왜그래? 그래서 시간을 조금만 더 주게 제발 이틀 줄게 그안에 안가져오면 눈 한쪽 내놓을 생각해 눈.눈을 말인가? 왜 싫으면 지금 당장 돈 가져오든가 내 어찌든 마련해보겠네.,협박(0),갈취(1),86.13
너 이 사이트 가입 되어있어? 아니? 나 사이트 잘 이용안해서. 그럼 니 정보 좀 빌려주라. 나 거기 아이디 다 만들어서 내가 만들 수가 없어. 응 ? 그렇게까지 해야돼.? 아 지금 캐릭터 이벤트 중인데 내 주민번호로는 다 막혔단말야 . 근데 왜 내 정보까지 끌어다가 만들어야 하는건데.? 너 어차피 안한다며 그럼 내가 해도 상관없는거 아냐? 그래도. 내 정보가 다 기재 되어있고. 혹시 모르니까. 넌 친구도 못믿냐? 그냥 만들고 안쓴다고. 진짜 짜증나네. 빨리 주민번호랑 다 알려줘. 급하다고. 안돼.미안해. 미쳤나 이게. 야 너 오냐오냐 했더니 기어 오르네? 지금 해보자는거야? 일 키우기 싫으면 빨리 내놔라.,갈취(1),기타괴롭힘(3),84.82
여보 이거는 우리애 돌반지잖아요 그게왜?? 이거는 가져가지 말아요 지금 서방이 죽게 생겼는데 애반지가 문제야? 제발요 이거 안가져가면 나 손가락 썰린다고!! 니가 나대신 손가락이라도 내줄거야? 다른 방법을 찾아봐요 우리 다른 방법같은건 없어 자꾸 그렇게 막아서면 내가 니 손가락 가져간다 너무 무서워요 여보 제발 그러지 마요 손가락을 내놓던지 돌반지를 내놓던지 그러란말야! 몇푼이나 한다고 이게 내 목숨값보다 중요해? 여보. 비켜!,갈취(1),협박(0),84.77
저기 이거봐요. 이거 다 치우고 가셔야죠? 이거 제가 한거 아닌데요. 누가 했든 지금 댁이 여기 있잖아요 아니 저한테 매번 왜 이러시는거죠? 제가 뭘 어떡했는데요? 저한테만 허드렛일 시키시잖아요 댁이 그렇게 느끼는거지 난 그런적 없어요 거 참 너무 하네요 너무 하면 내 눈에 띄지 말아요 아니 그게 무슨 말이에요?,기타괴롭힘(3),직장내괴롭힘(2),84.76
야 핫스팟 좀 켜 봐 나 데이터 없는데. 지금 그럼 카톡 어떻게 보내고 있는데 아. 지금 게임 해야되는데 데이터 없다고 . 야 씹냐? 아니 그게아니라.나도 지금 50메가도 안남아서 그건 니 사정이고 키라고 좀 .,기타괴롭힘(3),일반대화(4),83.21
너 어머니가 00병원에 있다고 했지? 어머니는 건드리지 마 병원비는 병원비대로 드는데 돈은 없고 그치? 지금 밀린 병원비가 한 두푼이 아닐텐데. 그딴거 내가 알아서 해 니가 무슨 수로? 그냥 내가 시키는대로만 해 그런 더러운 일 안 한다고 했잖아!! 너 지금 내가 부탁하는거로 보이니? 너나 니 어머니나 아무도 모르게 없애는거 일도 아니야 . 돈은 서운하지 않게 줄테니 생각 잘 해보라고,협박(0),갈취(1),82.05
다 손 들고 가만히 있어 이봐요 지금 뭐하시는 겁니까 나 지금 제 정신 아니니까 잔 말 말고 여기에 돈 담아 손님들도 계신데 이러시면 곤란합니다 내가 지금 장난하는 걸로 보여 빨리 담아 네네 알겠으니 이러지 마시고 조금만 시간을 경찰에 신고할 생각 말고 네네 알겠습니다 진정하세요 제발 빨리 빨리 안 담으면 너고 손님이고 죽일 줄 알아라 다 되갑니다 제발 기다리세요,갈취(1),협박(0),81.45
일을 왜 그딴식으로 밖에 못 해? 제가 하나부터 열 가지 못 한 게 뭐가 있죠? 그게 문제야 말을하면 들어야지 저번에는 좋다고 이렇게 가자고 했잖아요.왜 이제와서 그러세요 너는 아는 게 뭐가 있다고 말대꾸야? 저는 저 대로 노력했어요 맨날 이런식 이잖아요. 너 그냥 죽어라 무슨 말씀을 그렇게하세요? 일도 못하고 말도 못알아 들으니까 죽으라고 죽여줘? 그냥 퇴사할게요 저도 더이상은 못 하겠네요,협박(0),직장내괴롭힘(2),81.42
야 네? 너 몇학번인데 인사를 안해? 죄송합니다. 못봤어요. 어쭈?? 기강 빠진거 보소 아닙니다. 대답말고 바로 고개 숙여 인사해야지 선배가 말하면 죄 죄송합니다. 어휴 니네학번의 미래가 갑갑하다 죄송합니다.,기타괴롭힘(3),직장내괴롭힘(2),81.05
너 왜 어제 연락이 없었어. 어제 바빠서 그랬어. 왜 또 그래? 내가 분명 말했지. 내가 전화 걸면 바로 받으라고. 사람이 바쁘면 신경 못 쓸 수도 있지. 이런 일이 한 두번이니? 왜 저녁에 바빴는데? 아 너랑 말 섞기 귀찮다. 해명하는 것도 이제 지쳐. 너만 지쳐? 너 남자 만났지? 그건 또 무슨 소리래. 말 걸지마. 너 그 핸드폰 내놔. 손목 부시기 전에 내놔. 왜 말을 그런 식으로 해? 싫어.,협박(0),기타괴롭힘(3),80.44
혜민아 넌 날 떠날 수 없어 무슨 소리야. 내가 우리 헤어지자고 했잖아. 아니? 난 너랑 못헤어져. 아니 안헤어져. 그만하자 오빠. 나 너무 힘들고 지쳤어. 너도 나 사랑한다고 했잖아. 니가 그런 날 어떻게 떠나? 너무 숨막혀. 오빠가 이럴 때마다 정말 니가 나랑 헤어지면 편하게 살 수 있을까? 내가 가지고 있는 니 사진들 회사에 뿌려도 되는거니? 무.무슨 소리야? 오빠 설마. 진짜 소름끼친다. 난 매일 너를 담고 싶어서 사진을 찍은 게 문제가 돼? 우리 헤어지지 말자 이건 내 동의도 없이 찍은 거 잖아!,기타괴롭힘(3),협박(0),80.38
야 너는 혼자 잘난척 그만해 꼴보기 싫으니까 그래 야 동기들 다 니 싫어해. 혼자 잘난줄 알아가지고 내가 언제 잘난 척 했는데? 이 새끼 봐라. 아닌 척 하네. 야 너만 맨날 부장님께 예쁨받고 혼자서만 이득 보잖아. 장난하냐? 아니 나는. 질린다. 조용히 찌그러져 살아. 피해주지 말고. 야 그냥 회사 때려쳐 사람들 다 너 싫어하니까 지만 지가 왕따인줄 모르나봐. 재수가 없으려니까. 하.,직장내괴롭힘(2),기타괴롭힘(3),79.71
배가 고프네. 야 너 밥좀 사와 저 공부중인데 . 씨벌늠이 내가 배가 고프다고 귀구녕에 반창고 부치고 다니냐? 독서실에서 이러면 . 쓰벌 뒈지고싶냐? 니가 내가 누군줄 모르지? .네에 네에?? 하 요고봐라. 알게해조? 모가지 따보까? 지금 아니.그게. 일루와.셰키야. 밥이랑 모가지랑 바꾸게. 빙신 사오겠습니다.,갈취(1),협박(0),79.09
야야 너 기절놀이아냐? 그게뭔데? 궁금하지 이리와봐 알려줄께 이렇게 목 조르면 기절한다더라고 그.그만해 하지마. 조금만 더 해보자 궁금하잖아 진짜 기절하는지 살.살려줘 그만하고싶으면 기절해 새끼야 그만 좀 버텨라,기타괴롭힘(3),협박(0),78.5
밥 뭐먹을까 국밥? 와씨 저 국밥충 새끼 그럼 학식? 아니 그건 맛없잖아 뭐 먹고 싶은데? 아무거나 간단하게 분식? 요새 분식 별로 안 땡겨 햄버거? 나 다이어트해서. 근데 너 진짜 센스없구나?,기타괴롭힘(3),일반대화(4),78.23
저 사람 약간 장애있는거 같지 않아? 누구? 아 저 팀장님 약간 틱장애있늠것 같아 말할때도 얼굴 이상하지않아? 그런가? 가만히 있어도 저러더라 말할때도 이이이이건 이렇게 엄청 더듬고 맞아 나도 느꼈어 어디 불편하신줄 날았늠데 틱장애맞나보네 어쩐지 쫌생이 같더라 약간 속이 좁아보여 장애있으니까 괜히 우리한테 저러나봐,기타괴롭힘(3),직장내괴롭힘(2),78.15
너 내 지갑에 손댔지? 내 돈 내놔. 아니에요. 봐봐. 돈 여기 있잖아. 속옷속에 숨겨놓으면 못찾을 줄 알았어? 그거 제돈이에요. 어디서 개구라를 쳐? 맞아야 정신차리지? 이거 습관성이야. 저 도벽없어요. 어라? 이딴식으로 나오겟다? 너 정신머리가 글러먹었구나? 죄송해요. 일로와. 너 죽여버릴거야. 죽어야 정신차리지. 정신 차릴게요. 죄송해요.,협박(0),갈취(1),77.98
안녕하십니까 길동전자입니다 야 사장바꿔 고객님 무슨일이십니까 바꾸라면 바꿔 말딴이란 통화하기 싫어 고객님 저한테 무슨 말씀인지 해주시면 전달하겠습니다 고객센터에서 일하는 주제에 무슨 말이 많아 고객님 저에게 말씀해주시면 자세히 답변드리겠습니다 니까짓것하고 말하기 싫다고 고객님 어떤일때문에 그러시나요 개같은 경우가 다 있어,기타괴롭힘(3),직장내괴롭힘(2),76.24
빌려간돈 언제 갚을거야? 제가 지금 일자리가 없어 그러니 조금 더 시간을 주세요. 기일이 지나서 이자가 복리로 붙는거 알지? 그러면 더 갚기가 힘들어요 그럼 니 딸 얼굴 이쁘장하던데 내가 돈 대신 어떻게 해도 상관없지? 제 딸은 건들지 마세요. 저랑만 얘기 하세요. 돈도 안갚는 주제에 뭔 말이 많아 갚을거예요 시간만 주세요. 아니. 나는 더 못기다려! 내일까지 돈 안가져오면 니 딸 얼굴 볼 생각 말어 제발 부탁합니다. 돈 가져 올테니 제 딸 가만히 두세요,협박(0),갈취(1),76.08
너 나랑 헤어질꺼야? 응 나 이제 너랑 못 만나 나 너 동영상 가지고 있어. 알아? 너 이런 동영상 언제 찍었어? 너 이 영상 학교에 퍼져도 괜찮겠어? 학교 다닐 수 있겠어? . 너 이러는 거 범죄야. 얼른 지워줘. 싫어 너가 나 다시 만난다해주면 지울게 알겠으니까 얼른 지워줘 하는 거 보고 지울게 보채지마. 너.,갈취(1),기타괴롭힘(3),75.75
너 성기 사진 보내줘. 흥분될거같아 오빠.그건 좀 그래 부끄럽기도 하고 걱정도 되고. 너 예전에는 잘 보내줬으면서 이제와서 왜 내빼. 당장 보내. 안 그러면 큰 일 당할줄 알아. 오빠.왜 그래. 이러지마.진정해. 아 얼른 보내라고. 아니면 나 그동안 너가 보낸 그런 사진들 신상공개해서 다 뿌린다? 아.안 돼. 그것만은제발 이러지마. 그러니까 얼른 보내라고. 너 학교동기랑 가족들이 이 사진 보면 퍽이나 좋아하겠다. 오빠. 알았어.알았어 말 들을게. 그니까 멈춰. 그럼 내가 지정하는대로 자세 취하고 사진 찍어서 보내. 아니면 너 인생 끝날줄 알아. 원하는 대로 할게. 제발 뿌리지만 말아줘,갈취(1),협박(0),75.29
내가 싯팔 영화 스포하지 말랬지 . 오징어게임 아직 보지도 않았는데 비밀을 알아버렸어 싯팔롬아. 본 줄 알았지 웃어? 아 장난이지 이 식칼도 장난으로 보임? 아 다음부터는 안한다고 다음은 없다. 슉.슈슛.슉.슈슉.슉.시팔롬아. .,협박(0),기타괴롭힘(3),74.91
내일까지 해결하는 게 좋을거야 불가능합니다. 시간이 너무 촉박해요 촉박이라. 하루만에 해결할 수 있는 일이 아닙니다. 과연 그럴까? 아시지 않습니까? 직원들이 모두 퇴근해야 가능하다는걸. 그러니 신속하게 해야지. 안그래? 하지만. . 처리가 안되면 말야. 네가 태어나면서 가지고 있어 당연하다고 생각한 생명의 소중함을 새삼 느끼게 해 주지. 네.,협박(0),직장내괴롭힘(2),74.69
아직도 멀었어? 조금만 더 시간을 주면. 하 내가 시간을 얼마나 줬는데 내 말이 좀 편했나봐 그치? 그게 아니고. 아니긴 뭐가 아니야. 내가 시간을 혹시 너무 적게 줬다 그 말인가? 내가 진짜 진짜 이번에 쓸 데가 있어서 내가 5일 아니 3일만 아니 하루만 더 시간을. 아 오늘도 없는 돈이 하루만 시간을 더 주면 생기나? 제발 내가 진짜 어떻게든 갚을게 나도 노력. 내가 니 말을 어떻게 믿지? 너 같음 니 말을 믿겠어? 아니 아니 근데 진짜 하루만 제발 하루만 더 시간을 줘 내가 진짜 어떻게든 구해올게,갈취(1),협박(0),74.39
저기 사장님 월급을 언제 주시나요? 알겠어 새끼야 기다려 봐 지금 월급을 못 받은 게 20일이 넘었어요 주시는 게 맞긴 하죠? 야 그냥 돈받고 해고 당할래? 기다리란 말 안들려? 네 알겠습니다. 야 됐고 걍 줄께 대신 너 해고야 죄송해요 그냥 말을 안할께요 잘할 수 있겠어? 못할 것 같은데 암튼 다시 한번 믿어보겠어 근데 자네한테 한마디만 할게 네 네 내 앞에서만 좋은 말로 실실거리지 마 나 그런 사람 젤 싫어하거든 아주 그냥 경멸하거든,직장내괴롭힘(2),갈취(1),74.38
야 야 니가 뒷담화 깠대매? 뭐?? 아냐!! 아니기는 우리가 한테 다들었구만. 니가 한테 싸가지 없다 했대매!!! 나 랑 말한번도 안해봤거든? 와 뒷담화도 모자라서 모른척까지 한다고? 앞에서 착한척은 다해 놓고 대박이다 진짜 아니 진짜로 나 아니라고! 그런적 없다고! 뭐라는거야 니가 그렇게 말하는거 가 들었댔거든? 그럼 가 거짓말하는거라고?? 나 진짜 랑 말 한번도 안해봤거든! 걔 데려와 삼자대면하자 와 뭔데 데려오면 때리기라도 할거야? 뒤에선 욕하더니 이제는 증인인 를 오라가라하네 난 걔랑 말해본적도 없는데 니네가 걔가 그랬다며 그니까 서로 얼굴 보고 말해보자고!! 얠귤뵤교 말해뵤쟈교깔깔깔 너네 뭔데 지금? 어디서 헛소리 듣고와서 유언비어 퍼트리는 것도 모자라서 지금 뭐하자는건데?? 와 무서워서 질문도 못하겠다 지금 묘하쟈눈권뒈?,기타괴롭힘(3),협박(0),73.1
여보세요 아까 전화받은 상담원 바꿔 왜그러시나요? 너랑 할말없어 어디서 말을짤러? 죄송합니다 고객님 어떤 상황인지 말씀해 주시면 됐고 니네 팀장바꿔 제가 도움을 드리겠습니다 이게 어디 상담원주제에 니가 뭘 해줄건데? 무슨 상황이신지 말씀해 주시면 도움을 드리겠습니다 웃기고있네 너네 상담원들 힘두 없으면서 당장 팀장 오라구 해 죄송합니다 시간 양해 부탁드립니다,기타괴롭힘(3),직장내괴롭힘(2),70.96
내가 지금부터 민감한 이야기를 할 거니까 사람 없는 곳으로 가서 전화 받아요. 내 경고하는데 경찰에 신고하거나 주위 사람에게 알리면 애 배때기 칼로 쑤셔 버립니다. 아이가 어디에 있습니까? 애가 어디 있는지 그걸 왜 나한테 묻나? 네 애 어디 있는지도 모르나 아줌마? 지금 아이가 학교 갔는데 이 전화가 와서. 아줌마 내가 원하는 건 단순히 돈이야 돈. 난 돈이 필요하다. 나한테 돈 얼마나 해 줄 수 있나요 최대한? 아이가 어디 있는 거예요? 아이가 어디 있느냐고? 창고요. 창고 어딘데요? 아이가 어디 있는지 봐야 알죠. 어딘지 왜 자꾸 위치 묻느냐고 개년아? 돈 준비하라니까.,협박(0),갈취(1),70.72
아빠 나 노트북 사줘 아빠가 이번달엔 좀 힘든데 모아서 3달 뒤에 사주면 안될까? 아 다른 친구들은 다있는데 나만 없단말이야 아이고 우리딸 속상했겠다 말로만 속상하다고 하지말고 사주라고 진짜 미안하다 아니 우리집은 왜이렇게 집구석이 가난해? 왜 이런집에서 나 태어나게 한거야? 딸. 미안해 미안하다고 하지말고 가서 뭐라도 해서 노트북 가져오라고! 사오든가 훔치든가! 안그러면 나 지금 여기서 뛰어내릴거야 딸딸. 왜그래 진정해 아빠가 친구한테라도 돈 빌려볼게,갈취(1),기타괴롭힘(3),70.54
그때 빌려간 내 가방 좀 돌려줘 싫은데? 내가 왜? 빌려간 지가 벌써 한 달이야. 내 알 바 아니잖아 부모님이 사주신거란 말이야. 나한테 정말 소중해 그거 내 알바 아니고. 그러게 누가 주제에 안 맞게 이런 비싼 가방 가지고 다니래? 머저리 같은 새끼 제발. 부탁해 어차피 너한테 안 어울리는거 나 주면 안되냐? 큭큭 무.슨 소리야 돌려줘 그냥 나 달라고. 안 주면 네 눈깔 뽑아버린다 뭐? 네 눈깔이랑 네 손모가지 잘려봐야 너가 정신차리지? 누가 갑이고 누가 을인지. 나대지마 머저리 같은 새끼,협박(0),갈취(1),70.18
안녕하세요 네? 네 안녕하세요 혹시 혈액형이 어떻게 되세요? 네? 혈액형은 왜요? 아 저희 설문조사하하려고요 저 형이에요 아 저희가 찾았던 분이네요 잠깐 시간되세요? 네 후미진곳에 가서 잠깐 피좀 빌립시다 조용히 안하면 없어지실거에요 지금 협박하는겁니까?,협박(0),갈취(1),69.13
야 머하냐? 학원가려고. 돈 좀 있냐? 아니 없어. 야 니가 머가 없어 니 손에 든건 머냐?? 내 밥이야. 돈이 없으면 니 밥이라도 줘야지 너 나랑 약속한거 잊었어? 안주면 죽기로 했잖아. 싫어. 머 싫어? 이게 죽고싶나 아 너 진짜 죽는거 못봤구나 내가 못봤을 너를 위해 약을 가져왔어 한 번 먹어봐 나 죽기 싫어. 하지말아줘.,협박(0),갈취(1),68.7
파일 잘 숨겼지? 예 그럼요. 경찰들 찾기 어려울겁니다 그래. 어디에 숨겼어? 하하 그걸 말하면 안되죠. 위에서 저만 알고 있으라는 지시가 있었는데요 씁 이사람아 내가 알아야 비상시에 협조를 할거 아닌가. 이상하십니다? 윗선에서 내려온 지신데 따르시지 않고. 혹시 캥기는거 있으십니까? 난 말이야 알아도 모른척 모르면 더 모른척 하는 사람 좋아해. 승진에 관심이 없나봐? 예? 이번 승진 내 입김 센 거 알지? 특히 내 평가로 승진여부 갈릴 수 있다는거 아나? 아. 그럼 제가 알려드린 거 아닙니다. 전 모르는 일이에요. 그래 알겠어 이번에 승진 기대해!,갈취(1),직장내괴롭힘(2),65.59
왜 쳐다봐? 네 제가요? 응 너가 나 쳐다봐서 나 지금 굉장히 심리적으로 불안해졌어 무슨말씀이신지. 너가 나 쳐다봐서 나 지금 심리적으로도 불안해지고 손도 떨리고 그렇다고 전 안쳐다봤어요 아니 내가 쳐다봤다면 본거지 자꾸 이상한 소리해. 나랑 같이 경찰서랑 병원 가자. 보상받아야겠어 저기요. 전 당신 쳐다본적도 없어요. 지금 내 떨리는 눈동자와 손 어떻게 해결할꺼야? 뭘로 보상해줄래? 죄송한데 저한테 왜이러시는거예요,갈취(1),협박(0),65.37
아무도 없어요!??! 키득.야 쟤 얼마나 버틸까? 글쎄.근데 이제 곧 꺼내줘야하지 않을까? 벌써? 아 좀 만 더있다가 꺼내주자 재밌잖아 살려주세요.! 저 아직 여기 있어요.! 선생님? 애들아.!? 너무 심하지 않아? 체육관 너무 깜깜하고 위험하잖아 너 지금 쟤 편드냐? 저 새끼가 체육시간에 나 이기는 거 못봤어? 개 빡쳐. 당해도 싸. 그건 아니지만. 니네도 같이 했으니까 공범이야. 닥쳐 살려주세요.! 흑. 제발요. 아무도 없어요?,기타괴롭힘(3),협박(0),65.01
왜 그러세요 아저씨 여자 새끼들은 한결같이 얌체 같아 넌 살 자격이 없어 무슨 소리를 하시는 거에요 갑자기 자꾸 이러시면 경찰부를수밖에 없어요 저 봐라 자기 힘으로 안되니 남의 힘으로 약아 빠지게 제압하려고 하고 아니 왜 아까부터 말도 안되는 소릴 하세요 넌 죽어야 해 쓰레기야 그만 하세요! 아저씨 그냥 죽어라. 남에 힘 빌리는 비겁함을,협박(0),기타괴롭힘(3),64.38
당신 딸을 내가 데리고있다. 원하는게 뭐죠? 당장 일억을 준비해서 내가원하는장소로 가져와. 시키는대로 할게요.제 딸은 무사한거죠? 신고하면 바로 죽일수있다.명심해. 네. 딸 목소리만이라도 들려주세요. 헛튼 수작부리지말고 돈이나 준비해 네 알겠어요.시간을좀 주세요 시간은 한시간이다.더이상은안돼. 알겠으니 딸목숨만은.,갈취(1),협박(0),63.33
