문장,정답,예측,확신도(%)
야 아프냐? 하지마 아파 해지매애 애패 크크크크 야 이번엔 이걸로 그어보자 올 재미있겠는데 크크 야 붙잡아 하지마 재미없어 무서워 뭐가 무서워 내가 칼로 문신 만들어줄께 멋있을거야 칼빵 어때? 어디다 그어줄까? 오른쪽? 왼쪽? 애꾸눈 어때? 싫어 이거 놔줘 싫으면 어떻게 할건데? 왜? 도망이라도 가게?,기타괴롭힘(3),협박(0),89.34
앗! 죄송합니다. 일부로 그런 게 아니었어요. 악! 뭐야? 오늘 새로 산 옷인데. 중요한 약속이 있다고! 너 때문에 다 망했어. 고의가 아니었어요. 용서해주세요. 제가 세탁비 드릴게요. 세탁비? 이 옷이 얼마인지 알고 그렇게 쉽게 말하는거야? 정말 화나는군. 원하시는 금액 말씀하시면 최대한 맞춰드릴게요. 너무 노여워 마세요. 당장 100만원 구해올 수 있어? 없잖아. 나 바쁜 사람이라고.원하는 금액은 됐고 몸으로 때워. 아니 갑자기 그게 무슨 말씀이세요. 마침 몸이 근질근질했는데 좀 맞자. 피를 봐야 기분이 풀리겠어. 무슨. 말도 안 됩니다! 그럴 수 없어요. 진정하세요. 먼저 잘못했으니까 맞는거지. 쫑알쫑알 더 화가나게 하는군.,협박(0),갈취(1),89.18
내일까지 준비하라고 한 돈은 어떻게 되어가고 있나? 사장님 그 많은 금액을 어떻게 이틀 만에 준비합니까. 아직도 정신을 못 차렸군. 내 말이 말 같지 않아? 아뇨. 저도 최선을 다 하고 있습니다. 조금만 기다려주세요. 당신 아내 사지가 멀쩡한 날은 오늘이 마지막이 되겠군. 그것만은 제발. 어디 보자. 손가락 발가락 모두 20개니 개당 500만원으로 치고 자르면 되겠군. 제가 어리석었습니다. 용서해주세요. 제발 제 아내만은 건드리지 말아주세요. 내일까지 1억이야. 시간 금액 중 하나라도 안 맞으면 끔찍한 일이 일어날 거야. 알겠습니다. 반드시 구해오겠습니다.,갈취(1),협박(0),88.95
야 찐따! 매점 가서 빵 사와 알았어. 어떤 거 사다줄까? 알아서 내가 좋아하는 걸로 사와 이 찐따야 그럼 돈은.? 돈은 네 돈으로 사야지! 빌린 걸로 치자. 나도 돈 없는데. 네가 알아서 마련해서 사와야지 어쩌라고? 나 정말 돈 없어. 알아서 해. 대신에 다음 시간까지 빵 안 사오면 뒤진다. 알겠어.,기타괴롭힘(3),갈취(1),88.94
이번 기말 고사 전교 1등 해야 한다고 했잖아. 성적이 이게 뭐야? 잘못 했어요 엄마 내가 과외랑 학원 다 끊어줬는데 뭐 하는 거야? 최선을 다했는데 실수했나봐요 내가 너 이러면 핸드폰 뺏는다고 했지? 잘못 했어요 내일 영어도 실수하면 눈썹 밀 줄 알아! 알겠어요 알겠으면 가서 공부해! 머리까지 밀리고 싶지 않으면 네 알겠어요,협박(0),기타괴롭힘(3),88.89
여기싸인하세요 으응? 이게 뭔데 설명해도 잘모르시잖아요 싸인하세요 내가 이게뭔줄알고 싸인을해 설명하면 아세요?아시냐고요 노인네가 뭐어? 어르신한테 나중에 도움되는거에요 싸인하세요 내가어떻게 믿고 싸인을해 하진짜 답답하게 하시네 좋은말로할때 싸인해요 정말왜이래,갈취(1),기타괴롭힘(3),88.66
어이쿠 지금 사람 쳤어? 죄송합니다 실수예요 이놈이 사람잡네 괜찮으세요? 제가 잠시 실수를 했.네요 눈을 어따두고 다니는 거야 죄송합니다 겁대가리 없이 어디 해보자는 거야 아닙니다 제 실수입니다 야! 잘못한줄 알면 매값을 해야지 흠씬 두들겨 맞을래 순순히 매값 내놓을래 아이고 제가 잘못했습니다 용서하세요,갈취(1),협박(0),88.63
이게 어떻게 된거야.? 엄마 수술은 어떻게 된거냐고 엄마가 이제 괜찮다고 해서 딱 봐도 많이 좋아지셨잖아. 굳이 수술까진 할 필요 없어보여서. 뭐? 그걸 왜 누나가 정해? 누나가 의사야? 병원가서 정밀검사 받아보고 해야지. 큰 병이면 어쩌려고 그래? 아 늙어서 몸도 성하지 않는 사람 수술해서 뭐 어쩔건데???? 그럼 내가 준 수술비는 어쨌는데. 급하다며 급하다고 해서 내가 돈 다 빼서 줬잖아. 그거 어딨냐고 !!!!!!!!! 그건 다른 급한 곳에 썼어. 하. 급한 곳? 뭔데 어디다 썼는데. 엄마 모시고 살면 돈 나가는 곳이 한 두 군데니? 이것 저것 급한 곳들 돈 썼지. 니가 말하면 알아? 이건 뭐야? 못 보던건데. 누나 또 명품샀어? 아 내놔!!!!!!!! 니가 뭘 알아. 아니야 이거 원래 있던거야. 하. 니가 그러고도 인간이야? 그게 어떤돈인데!!!!!!!!!!!! 내가 밤낮으로 잠도 못자가면서 번 돈 !!!!!! 엄마 수술비하라고 다 빼서 준 걸 니가 가방을 쳐 사는데 써??????????? 아 시끄러워. 나 바빠 가야해. 이성을 잃은 듯 너같은 년이 죽어야하는데. 너같은 년은 살 가치가 없다. 너가 죽어 너가 !!!!!!!!!!! 왜.왜이래??! 미쳤어? 이제 도저히 못참겠다. 몇 년 동안 이게 몇 번째야? 이 짓거리 못하도록 그냥 널 병신 만드는게 낫겠다. 팔 다리를 부러뜨려야 밖으로 안싸돌아 다니지? 발목을 아주 잘라버려야겠어. 주변에 흉기를 찾는다 미.미쳤어 왜이렇게 흥분해?!?!? 공구함에 있던 망치를 들며 너 내가 오늘 가만 안둬. 미친 건 너야. 팔다리를 없애버리겠어. 꺄아아아,협박(0),갈취(1),88.51
지금 당장 나와 합의하고 해결보자 어떻게 그래 이제껏 내가 당한게 있는데 이렇게 종이하나로 퉁치겠다고 난 그렇게 못해 왜 언론에 알리기라도 하려고 야 나 이제 막뜨기시작했어 좋게 좋게 해결보자니까 이게 좋게 해결보는거야 이제껏 모른체 하다가 겨우 이정도 금액으로 입막음하겠다는 거잖아 하 좋게좋게 넘어가줄려고 했더니 이게 안되겠네 이정도 주는것도 고맙게 여겨야지 원래대로 한번 맞아볼래 이제껏 나 속이고 돈 다가져가고 우리 아이까지 지우게 해놓고 뭐라고 그러니까 합의금 준다잖아 아니면 그냥 이세상 그만 보게 해줄까 오냐오냐 해줬더니 안되겠구만 우리 회사에 조폭도 많은거 알려나 모르겠네 그만해 왜그래 이거 다 알릴거야 나도 그냥 있지 않을거라고 그래 정말이지? 내가 말했지 회사에서도 가만히 있지 않을거라고 어디 하늘나라에서 한번 이야기 해보던가 역시 진심은 하나도 없고 결국 협박이구나 무서운 인간,협박(0),갈취(1),87.76
너 어머니가 00병원에 있다고 했지? 어머니는 건드리지 마 병원비는 병원비대로 드는데 돈은 없고 그치? 지금 밀린 병원비가 한 두푼이 아닐텐데. 그딴거 내가 알아서 해 니가 무슨 수로? 그냥 내가 시키는대로만 해 그런 더러운 일 안 한다고 했잖아!! 너 지금 내가 부탁하는거로 보이니? 너나 니 어머니나 아무도 모르게 없애는거 일도 아니야 . 돈은 서운하지 않게 줄테니 생각 잘 해보라고,협박(0),갈취(1),86.83
야 너가 게임 팀킬장인 맞냐? 응 맞는데 뭐. 왜 불렀는데 키도 조그마해서 초등학생도 못 이길 덩치구만. 형이 햄버거 사줄테니까 기분풀고 집에 가렴. 야 클랜전이었는데 너 때문에 망한거잖아. 니 덕분에 우리 클랜 랭킹도 내려갔더라? 기분 좋냐? 야 설마 그거 때문에 그러냐? 애가 게임이랑 현실이랑 구분 못 하네. 그니까 너가 방구석 히키코모리처럼 사는거 아니냐? 그래 말 할 수 있을 때 계속 애기해봐. 말 할 수 있을 때까지 내가 너 누군지 모르지만 제발 게임이랑 현실이랑 구분 좀 해라 그러다 사람 죽이게 생겼다? 왜 랭킹 떨어졌다고 사람 죽이게? 잘아네. 내가 현질해서 거기까지 올려놨구만 너가 다 망쳤는데 책임져야지. 니가 실컷 떠든것처럼 난 게임이랑 현실 구분 못 하니까 게임처럼 죽여볼게. 진짜 바로죽나 야 왜이래. 게임 일 뿐인데 다음부터 안 그럴게. 랭킹 높여놔 줄게. 애초에 너가 그렇게 말했으면 바로 넘어갔을텐데. 왜 사람 자존감도 깍아내려가지고. 그 게임에서는 이 총 한번 헤드샷 날리면 바로 쓰러지러더라? 덕분에 실제로 그런지 테스트 해볼 수 있게 됐네 야 고맙다 고마워. 왜 이래. 총은 또 어디서 난거야.그거 빨리 내려놔. 너 그러다가 범죄자 된다니까?,협박(0),기타괴롭힘(3),86.76
박우식 자 돈은 여깄고 가서 담배만 사오면 돼. 알겠지? 내.내가? 그럼 여기 박우식이 너말고 또 있냐? 찐따새끼야? 아니.그치만 학생인데.우린. 우리라니 너가 가서 사올건데 저기 안뚫리면 동네를 다 돌아서라도 5시까지 사서 공원으로 와라. 민철아.나 정말 못하겠어. 아님 어디 할머니 할아버지한테 가서 부탁이라도 해서 사오던지 그건 니가 알아서 하고 알았냐? 이거 걸리면.범죄잖아. 그래서 내가 널 시키는 거잖아. 처신 똑바로 해라. 못 구해오거나 튀면 알지? 나 니네집 안다. .그렇지만.이건.,기타괴롭힘(3),갈취(1),86.37
아직도 멀었어? 조금만 더 시간을 주면. 하 내가 시간을 얼마나 줬는데 내 말이 좀 편했나봐 그치? 그게 아니고. 아니긴 뭐가 아니야. 내가 시간을 혹시 너무 적게 줬다 그 말인가? 내가 진짜 진짜 이번에 쓸 데가 있어서 내가 5일 아니 3일만 아니 하루만 더 시간을. 아 오늘도 없는 돈이 하루만 시간을 더 주면 생기나? 제발 내가 진짜 어떻게든 갚을게 나도 노력. 내가 니 말을 어떻게 믿지? 너 같음 니 말을 믿겠어? 아니 아니 근데 진짜 하루만 제발 하루만 더 시간을 줘 내가 진짜 어떻게든 구해올게,갈취(1),협박(0),86.05
죄송하지만 부탁인데 마스크좀 써주세요 니가 뭔데 마스크 쓰라 말아야 공공장소에서 마스크도 안쓰시는데 본인때문에 다른 사람들 코로나 감염이라도 되면 배상하실겁니까 내가 왜 배상해야하는데 마스크쓰는거 답답해서 못쓰겠다 마스크 쓰지 않으시면 신고하겠습니다 뭐 신고? 신고해봐 신고하면 가만히 안둘꺼야 마스크 쓰기를 거부하시니 신고하겠습니다 신고해봐 어자피 벌금몇푼내면 끝이야 신고할테면 신고해봐 좋은말로 알때 마스크 써주세요 싫은데 내가 왜써야되냐 신고할거면 빨리신고해 뜸들이지 말고,기타괴롭힘(3),협박(0),85.8
야 빵좀 사와 미안해 나영아 나 오늘은 돈이 없어 아니 이 미친놈이 그럼 다른 애들 삥 뜯어서라도 구해와 아니 내가 어떡해 그렇게 하니 이 새끼가 대들어? 그럼 빵을 훔쳐서라도 오라고 미친것아 너 이상해 도대체 왜 그러는거야 아니 이 미친것이 우리가 우습나 그냥 니가 만만하니까 그런거지 아 아 그렇구나 아 아 그렇구나 그런식으로 말만 하지말고 빨리 사와 쓰레기야,기타괴롭힘(3),갈취(1),85.73
야 너 00오빠랑 어제 가는거 봤다? 그게 뭐 어쨌다고 그 오빠 다전남친이야 나랑 무슨 상관이야 내가 다 친구라도 돼? 야 맞을래? 걍 기분 나쁘니까 만나지말라고 싫어 ! 야 너 부모님 없더라? 너가 그걸 어떻게. 너 그 오빠랑 계속 만나면 반에 그거 다 퍼뜨릴거야 그리고 너 맘에 안드니까 참교육좀 받아야겠다 .내일 학교 공터로 와라 안오면 알지?,기타괴롭힘(3),협박(0),85.67
야. 화장실에서 빨리나와. 나 급해. 왜에? 난 아주 평온하게 볼일중인데? 야. 빨리 안나오면 죽여버린다. 내장이 베베꼬이는 느낌이란말야. 야!! 어 그럼 그때 내가 갖고싶었던 샤프 나줘 뭐? 그걸 왜 줘야하는데! 싫으면 거기 계속 있던가 쾅쾅쾅!! 줄께줄께 빨리나와!! 안나오면 진짜 문 부숴버린다!!! 철컥. 들어가봐 후.,갈취(1),협박(0),85.51
아저씨! 여기 국에 칼날 들어간거 보이지? 내가 이거 먹고 큰일나면 어쩔 뻔했어? 혹시 꾸미신 일 아닙니까? 저희 가게는 세라믹 칼 써서 이 은색칼날이 들어갈리 없는데요. 내가 나 다치게 하려고 이런 일 꾸미겠나? 사과도 못 할망정 꾸민 일 이라고? 그게 아니고 합리적인 의심을 하는거죠. 저희 가게는 쇠로 된 칼 안 쓰니까. 돌려볼까요? 아니. 그. 그래 보던가! 그대신 칼 들어가 있던거면 각오하는 게 좋을거야. 여기 보이시죠. 은색 반짝 거리는거 손님이 국에 넣으신거잖아요. 사기치셨네요 맞죠? 한 번만 용서해주시게. 내가 국밥 낼 돈도 없어서 이런 짓을 했어. 그냥 조용히 나갈테니 한 번만 넘어가 주시게. 에이 그렇게는 안되죠. 제가 경찰에 신고 안 할테니까 아저씨 손가락에 있는 금반지 주세요. 이거.? 이거 결혼반지라 잃어버리면 안되는데. 그럼 지금 경찰에 신고할게요. 아내분께서 아시면 얼마나 어이 없어하실지 동네 창피하시겠네요. 아 내가. 내가. 이 결혼반지 두고 나갈게. 신고 하지 말아줘 부탁이네.,갈취(1),협박(0),85.23
401호시죠? 저 301호에요. 밤에 너무 천장이 울려서 잠을 잘 수 없어요. 운동하세요? 네 안녕하세요. 저는 운동한 적이 없는데 무슨 일이시죠? 아니 밤마다 쿵쿵 울리는데 댁 때문에 잠을 못자서 미치겠어요. 운동하시는 거 맞잖아요! 저는 운동안했어요. 혹시 옆집에서 울리는게 아닐까요? 확인해보셨어요? 아니 당신 내 말이 말같지 않아? 울린다고 하잖아? 내가 그 쪽이 그러는거 모르는 줄 알아? 여보세요. 말씀 지나치세요. 안했다는 데 왜 자꾸 우기세요? 증거있어여? 내가 당신 밤마다 문 앞에서 도청하고 다 듣고있었고 천장소리 다 녹음했어 당신 미친거 아니야? 그거 불법도청인데? 당신 한 번 나랑 해보겠다는거지? 오호라.이게 미쳤나. 야 너 한 번 죽어볼래? 그래 이제 본색을 들어내시는군. 너도 한번 죽어봐라 이 미친년아,협박(0),기타괴롭힘(3),84.36
어이 이병 박가람 가서 단가 몇개갖고와라 잘못들었습니다? 아 씨바 단가 몇개 가지고오라고!! 단가가 뭔지 잘모르겠습니다 모르면 군생활 끝나나? 아닙니다 너 앞으로 찐따다 알았냐? 찐따로 관등성명 대라 네 알겠습니다,기타괴롭힘(3),직장내괴롭힘(2),83.89
저 오늘 조퇴하고 싶은데요. 선생님 안돼. 몸이 안좋아요. 네가 좋은적 있었니? 틱장애도 있고 그건.배가 진짜 아파요 공부도 못하는게 아픈데도 많네 선생님. 그냥 보건실 가 어머니가 오신다고 했는데 유난이다 진짜,기타괴롭힘(3),직장내괴롭힘(2),83.41
저기 이거봐요. 이거 다 치우고 가셔야죠? 이거 제가 한거 아닌데요. 누가 했든 지금 댁이 여기 있잖아요 아니 저한테 매번 왜 이러시는거죠? 제가 뭘 어떡했는데요? 저한테만 허드렛일 시키시잖아요 댁이 그렇게 느끼는거지 난 그런적 없어요 거 참 너무 하네요 너무 하면 내 눈에 띄지 말아요 아니 그게 무슨 말이에요?,기타괴롭힘(3),직장내괴롭힘(2),82.65
야 넌 무슨 지금 이 시기에 전기방석을 쓰고 있냐? 아 제가 몸이 차가운 성질이라서 몸을 따뜻하게 유지해야 합니다. 니 몸이 차가운걸 왜 우리회사가 신경 써줘야 해? 여기가 유치원이야? 아닙니다. 근데 저만 쓰고 있는거 아닌데. 왜 저한테만 화내십니까. 나는 다른 사람은 몰라도 너한테 들어가는 전기료는 아까워 죽겠어. 내가 차라리 그 돈으로 남을 도와주고 살지 너한테 푼 돈 쓰는것도 아까워. 그럼 회사 온도가 벌써 3도인데 여기서 어떻게 아무것도 안틀고 버텨요. 한 겨울인데. 난방도 하나도 안틀잖아요. 추우면 너가 집에서 담요를 가져와서 덮어. 게을러가지고 그렇게 하기도 힘들지? 아니요. 담요 가져와서 덮도록 하겠습니다. 하여간 일 못하는 애들이 유난은 더 피운다니까. 뭐가 그렇게 귀하게 자랐다고 방석이야. 죄송합니다. 다음부터 그러지 않도록 주의하겠습니다.,직장내괴롭힘(2),기타괴롭힘(3),82.21
친구야 이따 시험때 답좀 슬쩍 보여주라. 그건 어려울것 같은데. 와.친구사이에 이러기냐? 미안. 걸리면 0점이잖아. 그러면 너 지난번에 과제 내꺼 베껴서 제출한거 내가 조교님께 말한다? 아니 그건 지난일인데 왜 이제와서 말해. 지금이라도 말하면 너 점수깍일걸? 생각 잘해라. 하. 그래도 시험컨닝은 좀. 그래 그럼 나는 지금 조교님한테 간다. 알았어 보여주면 되잖아.,협박(0),갈취(1),82.09
와 이옷 좋아 보인다 왜 그래 야 옷 이리로 패스 야 받아라 어서 돌려줘 야 오늘 심심한데 옷농구 어떠냐? 내가 멋지게 나 옷으로 골 넣어볼께 엄마가 사주신 내 소중한 옷이야 어서 돌려줘 야 니옷으로 농구하니까 농구할맛 난다 하하하 제발 돌려줘,기타괴롭힘(3),갈취(1),81.88
야 너 내가 카톡하면 10초 안에 보라고 했지 아. 어. 미안 근데 왜이렇게 늦어? 정말 맞고 싶냐?? 너 그리고 게임 레벨도 올려놓으라 했지 아 미. 미안. 내가 시간이 없었어 시간.? 나는 그럼 뭐 시간이 많냐? 그리고 빵은? 빵사오라 했자나!! 아. 응. 그 그런데 내가 돈이 없어서 돈?? 야 장난하냐.? 니가 알아서 빌리건지 구걸을 하던지 알아서 해야할거 아냐 아 아. 그. 야야 빨리 가 나 배고프니까 날 괴롭히지마.,기타괴롭힘(3),갈취(1),81.58
민희씨 오늘 오후에 연가썼네? 네 어디가? 아들이랑 시간을 너무 못보낸것같아서요 아그래? 우리아들이랑 민희씨 아들이랑 같은 어린이집 다니잖아 아 맞아요 그럼 좀따 우리아들도 껴주라 네? 왜? 어차피 애엄마가 애 한명보나 두명보나 비슷하잖아 아니야? 아니아들이랑만 시간보내려구 그래그래 우리아들이 얼마나 상대적 박탈감을 느끼겟냐고 부탁좀 할게 내가 선생님한테 전화해놀게,직장내괴롭힘(2),기타괴롭힘(3),81.45
저기 이 제품 좀 꺼내서 볼 수 있나요? 네? 어떤 제품 말씀하세요 고객님? 여기 이 블루시계요. 아. 이건 좀 고가라서요. 네 알고 있는데요. 직접 구매하실 의향이 있으신 분이면 꺼내드리는데. 제가 살 수도 있잖아요? 고객님 이 모델은 최하 3천만원부터 시작합니다. 구매가 가능하시다는 거에요? 아니 고객한테 이렇게 무례해도 되는 겁니까? 아뇨 전 구매가 가능하신지 여쭤만 보는건데요?,기타괴롭힘(3),갈취(1),81.17
우와 너 폰 기종이 뭐야? 그거 새로 나온거 아니야? 아 나 아이폰3이야 맞아 이거 한 10일 전 나온건데 사전예약해서 바꿨어. 헐 진짜 부럽다 야야 넌 폰 기종 뭐야 새로 보는건데? 아 난 샤오미30이야 잘 못들어 봤을걸? 잠만 포털사이트에 검색해볼게. 엥? 이거 보급폰이야? 공짜로 나오는데? 부모님께서 이걸로 바꾸면 좋겠다고 하셔서 이 폰으로 했어 뭐야 폰 사줄 여건도 안되셔.? 폰 하나에 얼마한다고 애 폰을 공짜폰으로 할 생각을 하셨지. 나도 동의 한거니까 상관 없잖아. 폰이 다 거기서 거기지 뭐 야 그건 좋은 폰을 안 써봤으니까 그러지 차원이 달라 차원이 하긴 뭐 너가 알겠냐 살 돈도 없어서 공짜폰 쓰는데. 야 왜그래 부모님이 가난하시면 뭐 자식도 가난한 사람들에 걸맞는 폰 써야 하는 게 당연한 이치지 아 그런가? 놀려서 미안 너 본분에 맞게 사는건데 어떡하냐 이런 폰 한 번도 못 써보고. 쓰고 싶으면 말해 한 10분 정도는 빌려줄 수 있어 그냥 빌려서 구경하는걸로 만족해라. 부모님 등골 휘지않게 괜히 또 집가서 폰 바꿔달라 그러지 말고,기타괴롭힘(3),갈취(1),80.96
야 새끼들아 잠깐 나 좀 보자 이병 김재형 이병 권오성 야 솔직히 말해서 이성재 그 새끼 기분 나쁜 놈이잖아 네 그렇습니다. 걔가 나 한태 패드립을 했다 솔직히 그게 너무 화나서 걔 신발을 찢었거든 근데 둘중에 하나가 거짓 고해를 해야 겠다 그렇다면. 그래 빨리 결정해라 덤탱이 쒸운 놈은 나가고 내가 제일 상급이 되걸랑 그럼 엄청 잘해줄게 싫은데 새끼야 너 지금 하극상 하니 죽고싶어? 나 건들면 너 영창이야,기타괴롭힘(3),협박(0),80.91
야 야 내일까지 이거 부모님 동의해오라는 거 좀 도와줘라. 응? 내가 이걸 어떻게. 아 니네부모님 주민번호알아와서 하면 되잖아 우리 부모님 주민번호를 .? 어차피 선생님들이 그런 거 다 보는 거 아니고 그냥 성인 보호자 동의만 해오라는 거잖아. 그치만. 너는 이딴 거 해오라고 안하잖아.아 짜증나네. 말귀 못알아듣냐? 그치만.우리부모님 주민번호를 내가 너한테. 내가 뭐? 나쁜데 쓴데? 아 진짜 우리엄마아빠는 이런 거 가지고 가면 뭐라한다고 나도 우리 부모님이 싫어하실텐데. 학교생활 망치기 싫으면 니가 이거 알아서 처리해라. 내일까지 부모님 번호 알아와,갈취(1),기타괴롭힘(3),79.71
야 이거 게임 레벌 업 시켜놔 내일까지 내일까지?? 나는 게임도 잘못하는데 공부벌레니까 게임도 잘할줄 알았는데 못하겠어? 시시간을 더줘 시시시간을 더 못주겠는데? 내일까지 레벨업 안시켜놓으면 쳐맞는거야 하루라도 시간을 더줘 야 그럴거면 내가 했지 새끼야 뭘 이렇게 불만이 많아 .노력해볼게 노력이 아니라 되게 만들어 안그럼 진짜 너 죽기 직전까지 맞아 아.알겠어,협박(0),기타괴롭힘(3),79.23
혜민아 넌 날 떠날 수 없어 무슨 소리야. 내가 우리 헤어지자고 했잖아. 아니? 난 너랑 못헤어져. 아니 안헤어져. 그만하자 오빠. 나 너무 힘들고 지쳤어. 너도 나 사랑한다고 했잖아. 니가 그런 날 어떻게 떠나? 너무 숨막혀. 오빠가 이럴 때마다 정말 니가 나랑 헤어지면 편하게 살 수 있을까? 내가 가지고 있는 니 사진들 회사에 뿌려도 되는거니? 무.무슨 소리야? 오빠 설마. 진짜 소름끼친다. 난 매일 너를 담고 싶어서 사진을 찍은 게 문제가 돼? 우리 헤어지지 말자 이건 내 동의도 없이 찍은 거 잖아!,기타괴롭힘(3),협박(0),78.57
우리 곧 시험인거 알지? 응.? 그.그렇지? 저번처럼 이번에도 부탁한다?? 뭐.뭘 말이야.? 아니이이 시험칠 때 우리 앞뒤로 앉게 될텐데 니가 먼저 풀고 답안지 넘기라고 근데.이제는 그만하면 안될까.? 얘가 헛소리를 하네? 야 너 잊었냐? 너네 아빠 우리 회사 직원이잖아 효도해야지 안그래? 제발 우리 아빠만은 해고시키지 말아줘. 그거야 니가 이번에 하는 거에 따라 달렸지 잘 부탁한다? 아.알겠어,기타괴롭힘(3),갈취(1),78.53
