문장,정답,예측,확신도(%)
선생님 제 남편 좀 살려주세요. 죄송합니다만 남편 분은 가망이 없습니다. 선생님선생님 밖에 없어요! 흐흐흑 이러시면 곤란합니다. 남편 분의 의식은 돌아오는건 저도 장담 못합니다. 죄송합니다. 당신이 수술하면 산다고 했잖아! 당신 때문이야 여기서 이러시면 곤란합니다. 당신이 내 남편 죽였어! 책임져!! 남편 분은 이미 사고로 의식이 없는 상태로 오셨고 제가 생사를 장담못한다고 말씀드렸습니다. 언제 그랬어? 분명 올 때 내 손을 잡고 있었다고! 당신이 죽였지? 진정하세요 살인자! 살인자!!,기타괴롭힘(3),협박(0),88.11
우리 헤어져. 뭐? 왜 갑자기 그런 소리를 해? 너 너무 집착이 심해. 못 견디겠어. 내가 언제 그랬는데? 오히려 믿음 안 준건 너잖아. 그래. 다 내 잘못이니까 헤어지자. 야. 생각을 하고 얘기를 해. 너 나랑 쉽게 헤어질 수 있을 것 같아? 이젠 협박까지 하시겠다? 너 내 핸드폰에 너 관련된 거 엄청 많아. 안 무섭냐? 무슨 얘기 하는 거야. 넌 나랑 헤어지는 순간 인터넷에 다 공개해버릴거라고. 그러니까 나랑 계속 만나는 게 좋을거야?,갈취(1),협박(0),88.04
야 왕따! 뭐하냐 오늘 머리는 감고왔냐? 또 왜그래. 학폭위 한번으로는 모자르디? 이새끼가! 너 죽고싶어 환장했냐? 야 냅둬냅둬. 또 건드려봤자 좋을거 없어 니 친구는 잘아네. 나 건드려봤자 좋을거 없으니 갈길가라. 아오 진짜. 너 오늘 집에가는길 조심해라. 걱정마. 너같은 새끼 때문에 엄마가 데리러 오실거다. 이 새끼가 지금 장난하나. 확! 야 참아참아. 가자. 얘랑 얽혀서 좋을거 없어.,기타괴롭힘(3),협박(0),87.99
도대체 핵심기술이 뭐야? 끝까지 말하지 않겠다 이건가? 난 이 회사에 30년을 바쳐 일해왔어. 내가 그 따위 협박에 넘어갈 것 같아? 기가 차는군. 그 노친네가 당신한테 해준 게 뭐가 있다고 이러는 거지? 당신은 절대 모를거야. 회장님은 나에겐 아버지와도 같은 분이라고. 다시 한번 경고한다. 당신이 실토하지 않으면 나도 별 수 없어. 뭘 어쩌겠다는 거야? 이 막걸리에는 당신을 5분 내에 사망하게 할 치사량의 청산가리가 들어있지. 나를 죽이고 당신이 무사할까? 이봐 지금 당신이 걱정할 건 내 안위가 아니야. 당신 목숨이야. 절대 말 못해. 너 따위 인간 때문에 회장님을 저버릴 순 없어.,갈취(1),협박(0),87.95
움직이지마! 누구세요? 보면몰라? 여기 가방에 다 넣어 죽기 싫으면 이러지마세요 신고할거에요 신고하기전에 니가 먼저 죽을걸 제발요 다치기 싫어요 다치기 싫으면 여기에 금 다 털어! 요새 상황이 여의치 않아 이거 털리면 우리식구 다 길바닥에 내앉아져요 나는 이미 앉았어 얼른 넣어 잔말말고 네.,갈취(1),협박(0),87.9
다 손 들고 가만히 있어 이봐요 지금 뭐하시는 겁니까 나 지금 제 정신 아니니까 잔 말 말고 여기에 돈 담아 손님들도 계신데 이러시면 곤란합니다 내가 지금 장난하는 걸로 보여 빨리 담아 네네 알겠으니 이러지 마시고 조금만 시간을 경찰에 신고할 생각 말고 네네 알겠습니다 진정하세요 제발 빨리 빨리 안 담으면 너고 손님이고 죽일 줄 알아라 다 되갑니다 제발 기다리세요,갈취(1),협박(0),87.84
내 놔. 뭘요? 꿔 간 돈. 꾸긴 뭘 꿔요? 내 말이 말 같지 않아? 지금 처음 본 사람한테 무슨 돈을 갚아요? 방금 내 앞을 지나갔잖아. 그래서요. 내 앞을 지나갔으니 통행료를 내야지. 나 주머니에 칼 있다. 좀 봐주세요.,협박(0),갈취(1),87.78
그만 만나자 나 머무 지쳤어 나 미치는 꼴 보고 싶어서 그래? 내가 죽어야 너가 정신차리지? 나 정말 너무 힘들어서 그래 그만하자 내가 잘못되면 다 너때문인줄 알아. 왜그러는거야. 내가 그냥하는 말 같아? 나 지금 옥상이야. 거길 왜 갔어. 진정하고 내려와. 헤어지자는 말 취소해 지금 당장 죽어버리기 전에 말해. 알겠어 취소할게.그러니까 옥상에서 내려와. 진작에 그랬어야지,갈취(1),협박(0),87.59
가 남자친구 생겼다며? 나 네 가 며칠됐지? 나 두달정도 됐습니다 가 좋을 때네 나 감사합니다 가 진도는 어디까지 나갔어? 나 네? 가 뭘 순진한 척이야 . 솔직히 말해봐 나 너무 무례하시네요,직장내괴롭힘(2),기타괴롭힘(3),87.56
그 여자 누구야 .? 아 그냥 떠돌아다니는 사진이야 만나는 여자 아니지 .? 아 이여편네가 드라마보더니 정신상태하고는 미쳐버렸구나 아주? 아니면 아닌거지 .말을 무슨 . 막장드라마만 보더니 왜 니 남편도 바람필거같냐? 어? 그게아니라 . 내가 다른 여자 만나는게 무서우면 좀 관리나해 뭐 .? 허구한날 다 늘어난 티입고 그게 뭐냐 다른 집 여자들처럼 꾸미기라도 해봐 배는 늘어지고 뒤룩뒤룩 살이나쪄가지고 그냥 나가죽어,갈취(1),기타괴롭힘(3),87.49
야 틴트 좀 빌려줘 저번에 빌려간건.? 아 그거 다썼는데 ? 왜 나 주기 아까워? 그게.아니라. 아까운건아니고 . 그럼 뭔데 지금 너가 그렇게하는게 아까워서 안주는거같은데? 그거 얼마한다고 그것도 못 주냐 내가 너 친구해주는거 고마우면 그정도는 줄 수 있는거잖아 나 없으면 친구 없지 않아 ? 혼자 다니고싶어 ? 알았어 .여기 .,기타괴롭힘(3),갈취(1),87.47
내일까지 준비하라고 한 돈은 어떻게 되어가고 있나? 사장님 그 많은 금액을 어떻게 이틀 만에 준비합니까. 아직도 정신을 못 차렸군. 내 말이 말 같지 않아? 아뇨. 저도 최선을 다 하고 있습니다. 조금만 기다려주세요. 당신 아내 사지가 멀쩡한 날은 오늘이 마지막이 되겠군. 그것만은 제발. 어디 보자. 손가락 발가락 모두 20개니 개당 500만원으로 치고 자르면 되겠군. 제가 어리석었습니다. 용서해주세요. 제발 제 아내만은 건드리지 말아주세요. 내일까지 1억이야. 시간 금액 중 하나라도 안 맞으면 끔찍한 일이 일어날 거야. 알겠습니다. 반드시 구해오겠습니다.,갈취(1),협박(0),87.4
야 민식아 너 몇달전에 빌린 내 돈 좀 다시 돌려줘야겠다. 내가 급해서 말이야 뭐 갑자기?? 나도 지금 쪼들린단 말이야. 세 달 뒤에 갚으면 안될까? 뭐? 내가 지금 다섯달 기다렸으면 많이 기다린 거 아니야? 서울 살면서 뭐가 쪼들려? 내가 빌려준 건 생각 안 하냐? 야 뭔 말을 그렇게 하냐 내가 그냥 가져 갔냐? 훔쳤어? 내가 다시 돌려준다고 했잖아 야 이게 미쳤냐? 니가 뭔데 언성을 높혀 뭐가 잘났다고! 참나 이거 본성 나오네. 나도 니 말고 빌릴 사람 많아. 그냥 빌린것도 아니고 이자 4씩 쳐준다고 했잖아. 됐고 두시간안에 빌린 돈 계좌로 입금안 하면 니 엄마 아빠 할아버지 동생까지 싹 다 농약 먹여서 죽여버릴거니까 생각 잘 해. 뭐? 이게 미쳤냐? 그러고도 너는 무사 할 거 같냐? 그럼 그냥 가족들이랑 영영 못 만나고 헤어지던가 알았어. 조금만 더 시간을 줘 가족들은 건들지 말아줘.,협박(0),갈취(1),86.7
어이 코털 왜 왜? 아놔됐고 너 매점가서 곰보빵 두개에 콜라하나 사와라 나 돈없어 돈없어? 그럼 내가 돈줄께 어 여기 1000원 줄테니까 빵두개 콜라하나 사고 거스름돈 거슬러와라 야 택도없어 야 뒤질래? 쌔벼서라도 갖고와 색키야 야,기타괴롭힘(3),갈취(1),86.59
경비실 아저씨. 아. 저. 씨!! 아 네 네 사모님 무슨 일이시죠? 저희 집 앞에 저거 좀 치워달라고 했잖아요. 내말 안들려요? 아 저건 직접 하셔야해요. 아니 경비원이 대체 하는일이 뭐예요? 주민들 도와주는일 아니예요? 네 그렇긴 하지만. 월급을 따박따박 받아가놓고 이런일도 하기 싫으면 때려치든가요. 말이 심하십니다. 내가 뭐 틀린말 했어요? 맨날 경비실이나 지키면서 졸줄만 알지 경비가 하는일이 뭐예요 도대체? 저건 제가 이번만 치워드릴께요. 경비들 싹 짤라버리자고 해야지 안되겠네 정말,기타괴롭힘(3),직장내괴롭힘(2),86.27
아 진짜 쟤 왜 이렇게 죽여버리고 싶지? 그런 마음드는게 하루 이틀이냐 그만 하라고 제발 좀 니가 뭔데 이래라 저래라야 아 왜 치는데 더 때려줘? 주먹으로 아주 어루만져 줄까? 아니 이게 진짜 나 저 새끼 한 손으로 이길 수 있는데 너 쟤랑 두 손으로 싸우면 내가 더 센 거다. 크크 걱정마 나 쟤 발로 상대해도 이겨,기타괴롭힘(3),협박(0),85.5
자꾸 이렇게 집착해서 전화자꾸하지마 한번만 만날수 없니 딱 한번만 우린 헤어졌는데 뭘 만나 난 아직 아니야 널 사랑해 뭘 사랑해 그런놈이 둘째를 가지냐 그건 나도 술마시고 술김에 모르고 넌 날 그양 즐기는 상대로 만난거니 이제 끝내자 아니야 조금만 기다려주면 이혼하고 정리될거야 그럼 다른사람 찾아봐 난 아니니 한번만 만나줘 내가 설명할께 너 자꾸 이럼 임신한 니 와이프에게 우리 사진보낸다 야 그렇게하면 나도 가만안있어 니 남자친구랑 집에 나도 폭로해버릴거야 그래 이제야 본심 나오네 넌 그런 양아치야 넌 깨끗한줄 아나보네 그래 우리 서로 다밝히고 깨끗히 서로 다시 시작하자 뭘 시작해 양아치야 너 한번만 더 전화하고 찾아오면 널 아는 모든사람이 니가 이런사람이라는걸 알게 해줄께,갈취(1),협박(0),85.29
어이 거기 누구 담배 있으면 하나만 주라! . 갈때 가더라도 담배 한대 정도는 괜찮잖아? 응? 돛대 한대 드려 오늘 이사회 날이냐? 자성이한테 전해줘라 회장 자리를 다 앉고 새끼 출세했네!! 넵 거 죽기 딱 좋은 날씨네?! 이제 그만 가시지예 아 잠시 나 아직 담배 다 안폈는데 뭘 다펴 임마 걍 죽어!,협박(0),갈취(1),84.92
길동씨 이것 좀 해줘 네! 어떤 건가요? 내가 스타킹이 찢어져서 그것 좀 사다줘 네.? 아니 상사가 부탁하면 좀 사다줄 수 있잖아 네. 돈은 내가 줄테니까 사와 네. 일단 길동씨 돈으로 긁고 내가 나중에 줄게 어 고마워 거기다 둬 네.,직장내괴롭힘(2),갈취(1),84.79
애 너희 오빠잘생겼던데! 아그래고마워 아니 고맙긴 뭘 어?? 다름이 아니라 나 너네오빠 만나보고 싶은데 너가 연결좀 시켜주라 어? 우리오빠 여자친구 만날생각 없다던데 그걸 니가 어떻게 알아? 마음이 바꼇을수도 있고 아. 왜 싫어?? 니네오빠 몸에 금칠이라도했어? 아니 그건 아닌데 그거 아니면 내연락처좀 전달해주고 연락오게해줘 안그러면 알지?? 좀 쉽게쉽게 가자,기타괴롭힘(3),갈취(1),84.74
내일까지 레벨 몇 만들어와 응? 나 낼 시험인데 해오라고 안돼. 또 맞고싶냐 아니. 그럼 해와 응. 집가면 게임하는 사진 인증해 응.,기타괴롭힘(3),일반대화(4),84.53
저기 이거봐요. 이거 다 치우고 가셔야죠? 이거 제가 한거 아닌데요. 누가 했든 지금 댁이 여기 있잖아요 아니 저한테 매번 왜 이러시는거죠? 제가 뭘 어떡했는데요? 저한테만 허드렛일 시키시잖아요 댁이 그렇게 느끼는거지 난 그런적 없어요 거 참 너무 하네요 너무 하면 내 눈에 띄지 말아요 아니 그게 무슨 말이에요?,기타괴롭힘(3),직장내괴롭힘(2),84.23
이상 발표를 마치겠습니다. 질문 하나 해도 될까요? 이해 가지 않는 부분이 있어서요. 네 하세요 왜 이 부분에서 이렇게 나오는건가요? 제가 알기론 이게 아니라는거 같다고 어디서 들었는데요 아 이건 이 부분을 참고하시면 될 것 같습니다. 제 답변이 도움 되었나요? 아 아니요 전 아직도 왜 그런지 모르겠네요 그리고 발표 준비를 너무 대충 하신거 아닌가요? 모든 반 학생들이 이해 가게끔 해야지 이게 뭐에요 그만하시죠. 다음엔 최대한 이해가 쉽고 빨리 되게끔 정리해서 오겠습니다. 그렇게 말하면 끝인가요? 전 질문자로서 기분이 상했는데요. 그냥 제가 마음에 안 들어서 반 아이들 앞에서 창피를 주시는거 아닌가요?,기타괴롭힘(3),직장내괴롭힘(2),83.99
당신 손녀를 지금 데리고있다. 네??? 제 손녀를 데리고 있다고요? 그래. 내가 당신 손녀를 데리고 있어. 무슨 소리세요 제 손녀를 데리고있다니! 당신 손녀를 구하고 싶으면 지금 당장 계좌에 1억을 입금해 1억이라니요 그런 큰 돈 없어요 그럼 손녀를 살리고 싶지 않은건가? 아니요 하지만 그렇게 큰돈을 마련할수없어요 제 손녀를 살려주세요 당장 입금하지 않으면 손녀는 죽일 거다 안돼요 무슨말이에요 제 손녀를 건들지 마세요,협박(0),갈취(1),83.08
저 자식 식판에 밥 푸는 거 봐라. 무식한 거 봐. 옛날에 태어났으면 딱 머슴할 놈이라니까. 뭐야? 저 자식 여기로 오는 거야? 아 씨 밥 맛 떨어지게. 맛있게 드세요. 뭐래. 다 먹었어? 좀 남았는데. 그만 먹고 나가자. 누구처럼 일도 더럽게 못 하면서 밥이나 축내는 사람처럼 보이겠다. 회사에 그런 법 있었으면 좋겠다. 일 못하면 밥도 못 먹게 하는 그런 거. 근데 그런 놈은 눈치가 없어서 그런 법이 있어도 무식하게 밥 엄청 퍼서 먹을걸. 맞아. 앞에서 지 욕하는데도 눈치가 없어서 지 얘기 아닌 줄 알거야.,직장내괴롭힘(2),기타괴롭힘(3),82.25
야 뒤질래? 하하 성찬아 왜 그래? 내가 뭐. 잘못했어? 내가 오늘까지 내 아이디 레벨 30 만들어 오랬지. 만만하냐 이제? 아. 진짜 미안해. 엄마가 컴퓨터 선을 뽑아버렸어. 그 자식에 그 어미네. 야 내가 너 괴롭히는거야? 괴롭히다니. 우리 친구잖아. 그치 우리 친구지. 근데 왜 친구 부탁 안 들어줘? 개같이 맞을래? 내가 내일까지는 무조건 해올게. 정말 미안해! 내일까지 안 해오면 너 애들 앞에서 바지 벗을 줄 알아. 미안해 성찬아.,기타괴롭힘(3),협박(0),82.02
야 김폐급. 일병 김사훈. 나 근무 넣지 말라고했지? 죽고싶냐? 중대장님께서. 박근우상병님 꼭 투입하라고 하셨습니다. 중대장? 너 그 짬 쳐먹고 아직 그딴거 하나 커버 못쳐? 그래서 니가 폐급인거야. 너무 안 쳐맞아서 그런가? 죄송합니다. 앞으로 이런 일 없도록 하겠습니다. 야 됐고 병인이불러와. 이병인일병 말씀이십니까.? 병인이는 왜. 맞선임이 개 폐급인거 알려줘야지. 너는 병인이한테부터 먹히는거야. 박근우상병님 정말 죄송합니다. 한번만 기회를 더 주십시오. 됐고 병인이 불러와. 올때 니새끼 하이바 챙겨오고.,기타괴롭힘(3),직장내괴롭힘(2),81.83
여기싸인하세요 으응? 이게 뭔데 설명해도 잘모르시잖아요 싸인하세요 내가 이게뭔줄알고 싸인을해 설명하면 아세요?아시냐고요 노인네가 뭐어? 어르신한테 나중에 도움되는거에요 싸인하세요 내가어떻게 믿고 싸인을해 하진짜 답답하게 하시네 좋은말로할때 싸인해요 정말왜이래,갈취(1),기타괴롭힘(3),81.54
이름이 진짜 신기하다 나무가 뭐야? 나무?무슨 나무야? 소나무? 왜그래.남의 이름가지고 아니 니이름이 너무 너무 신기해서 그렇지 나무야 나무야! 이리날아오러나 남의 이름가지고 그러지마 야 왜 정색하고 그래 친구끼리 농담좀 할수있는거지 농담인데 재미 하나도 없어 야? 인상안펴? 너는 재미 없어도 나는 재밌어 .재미없어 야 나무새끼가 확 불질러 버릴까보다 나무 제정신 안차리냐? 아니면 물좀 줘? 오줌한번 싸줘? 너 진짜 악질이구나,기타괴롭힘(3),협박(0),81.5
저기 명현님 내일이 발표 날인데 왜 발표 자료 안 주시죠? 제가 왜 줘야 해요? 제가 열심히 준비해서 만든건데요? 그게 뭔소리 입니까. 다같이 역할 분담해서 정한건데 제일 늦게 고르셔서 발표자료 준비 된거잖아요. 제 허락도 없이 정해놓고 제가 다 만드니 그걸 나눠서 봐야 하나요? 그럼 5일 째 문자를 안 보시는데 더 기다렸어야하나요? 역할 정해졌다니까 바로 보셨잖아요. 네 어쨋든 제가 만든거니 같이 볼 필요는 없을 거 같네요. 그게 무슨 말도 안되는 소리예요 이제 곧 발표시간이라고요. 저희 학점 깍이는 모습 보고 싶어서 그러시나요? 그럼 도왔어야죠. 돕지도 않고 가져간다는건 무슨 심보죠? 저희가 다양한 논문자료 보면서 분석해서 보내드렸잖아요.더군다나 다른 나라에서 각 언어로 나온 논문들도 다 분석해서 정리해 보내드렸는데 그게 무슨소립니까 어쨋든 만드느라 제일 수고한건 저 인것 같으니 자료 필요하면 10만원에 사가세요. 솔직히 제 노력에 비해 적게 받는겁니다. 아니 다같이 발표 하는데서 금전이 오가면 안되죠. 그것도 제일 연락 안 보셨던 분이 지금 이러시는 게 옳다고 생각하시나요? 안 옳다고 생각하시면 어쩔 수 없죠 발표 자료를 알아서 만드시던가 아니면 그냥 학점 깍이세요 뭐 제가 별 다르게 간섭 해야 할 이유는 없으니 발표할거면 그냥 10만원 보내요 바로 보내드린다니까,갈취(1),직장내괴롭힘(2),81.0
안녕하세요 상담원 안보미입니다. 무엇을 도와드릴까요? 제가 이번에 테블렛를 샀는데.너무 느려서 환불하려구요. 아 혹시 테블렛가 얼마나 느린지 알수 있을까요? 동영상 한번 로딩하는데 510초나 걸립니다. 그러시군요. 그런데 이미 한번 개봉한 제품은 반품이 어려우세요. 네!? 그러면 물건을 개봉하고 사용해봐야 문제가 있다는걸 알수있지. 어떻게 아나요? 이미 물건을 한번 개봉하셨기 때문에 제품금액의 80만 돌려받을수 있습니다. 아니!! 그런게 어디있습니까? 새재품이 너무 느려서 반품한다는데. 100환불해주세요. 환불 안해주시면 올려서 테러해버릴테니깐. 일단은 물건 먼저 보내주세요 환불해주겠다고 먼저 약속하세요.그러면 보낼테니깐.,기타괴롭힘(3),갈취(1),80.8
너 어디가냐? 주머니에 든 거 뭐야? 누구신데. 새끼야. 네 주머니에 돈 있는 거 다 알아. 처맞기 전에 내놔라. 싫어요. 내 주머니에 뭐 있는지부터 보여줄까? 칼 들어 있어. 나 칼 들고 다니는 사람이야. 네? 빨리 안 내놓으면 찌른다. 돈 내놔. 으악. 알겠어요. 이거 밖에 없어? 진짜 맞을래? 폰도 내놔. 아. 안돼요.!,협박(0),갈취(1),80.71
니가 내책가져갓냐 잠깐 빌려 간거야 그럼 말을 하고 빌려가던가 잠깐 보고 냅둘랴고 했어 근데 왜 아직 들고 잇냐 책하나 가지고 왜그러냐 당장 내놔라 아직 덜 봣어 다보고 줄게 죽고 싶냐 당장 내놔라 너 협박죄로 고소할꺼야,협박(0),갈취(1),80.62
야 장애인새끼? 팔병신이 밖에 돌아다니면 안되지. 뭐라고? 넌 대가리병신이냐? 뭐래 이자식이? 팔다친주제에. 다른 팔도 부러뜨려줘? 그만하고 그냥 가던 길 가세요. 공부만 하면 뭐해. 팔이 하나 나갔는데. 이새끼는 나중에 딸도못쳐. 나 왼손잡이거든? 아 그러세요? 그러면 왼손도 아작내드려요? 너 대가리부터 고치고 와라. 적어도 너꺼보단 나아. 개병신아. 경찰에 신고할거야.,기타괴롭힘(3),협박(0),80.39
아이고 최사장님 요즘 일좀 잘 되신다면서요? 아니요 그냥 뭐 이제 좀 직원들 월급좀 주고 합니다. 아니 내가 거기 회사 세울 때 뭐 쫌 도움좀 주고 그런거 같은데 감사 인사가 없는거 같아서. 아. 제가 조만간 자리좀 만들겠습니다. 뭐 조만간 할 꺼 있나 오늘 저녁 어떤가? 오늘 저녁은. 아예 그럼 제가 연락드리겠습니다. 그래 이따가 연락 달라고 여기로 모시겠습니다. 아이고 분위기 좋쿠만 한잔 받으십시요제가 사장님 차에 좀 넣어 놨습니다. 제작은 성의니까 받아 주십시요.,갈취(1),직장내괴롭힘(2),78.66
내가 쟤랑 왜 같은 조냐고 야 좀 참아 어차피 쟤가 다 해줄걸? 그런가? 하긴. 이거 조사해야 하는데 금요일까지 해줄 수 있어? 내가? 이걸 왜 하는데 우리 같은 조니깐 해야지. 너랑 같은 조인 것도 빡치는데 내가 이것도 하라고? 이거 수행평가잖아. 그래서 나보고 하라고? 어? 하라고? 아니야 내가 할 게 미안해.,기타괴롭힘(3),직장내괴롭힘(2),78.11
내가 여기 수정하라고 말하지 않았나? 죄송합니다. 까먹었습니다. 너 내 말이 우습냐? 아닙니다. 근데 몇 번을 말해야 알아먹는 거야 !! 죄송합니다. 이래서 지잡대는 뽑는 거 아니였는데 죄송합니다. 지금 수정하겠습니다. 넌 내 눈에 띄지 마라. 죄송합니다.,직장내괴롭힘(2),기타괴롭힘(3),77.88
저 사람 약간 장애있는거 같지 않아? 누구? 아 저 팀장님 약간 틱장애있늠것 같아 말할때도 얼굴 이상하지않아? 그런가? 가만히 있어도 저러더라 말할때도 이이이이건 이렇게 엄청 더듬고 맞아 나도 느꼈어 어디 불편하신줄 날았늠데 틱장애맞나보네 어쩐지 쫌생이 같더라 약간 속이 좁아보여 장애있으니까 괜히 우리한테 저러나봐,기타괴롭힘(3),직장내괴롭힘(2),77.6
