문장,정답,예측,확신도(%)
나는 네가 지난 여름에 한 일을 알고 있다. 거짓말 치지 마세요. 너의 남자친구는 너를 믿은 만큼 친구도 믿었지. 정말 알고 계신건가요? 둘이 연락도 없던 그날에 대해 남자친구에게 메세지를 보낸다면 어떻게 될까? 원하시는게 뭔가요? 이더리움 5개. 시간 끌면 더 올린다. 그걸 어떻게 준비해요 당장 가져와 알겠습니다,협박(0),갈취(1),99.9
빨리 돈 구해와. 저 정말 돈 나올데가 없어요. 제발요. 니네 부모님 가게 정리한 돈 어제 들어왔잖아. 그건 저희 부모님이 30년동안. 됐고 여기서 약하다가 죽는걸로 인생 마감하고 싶어? 차라리 제가 벌어서 매달 갚을게요. 니가 벌어서 갚을 수 있는 돈이 아니야. 그냥 자살한 걸로 니 인생 끝내자. 아니에요. 일단 연락을. 지금 당장 입금하라고 해. 니 부모도 자식 죽는것보다 평생 번돈으로 자식 살리는게 더 나을거야. 대신 부모님은 절대 건드리지 말아주세요.,협박(0),갈취(1),99.88
동생들 옷사러 왔어? 네 옷 구경해보려구요. 형아가 옷 골라줄게 이 옷 너무 이쁘다 너한테 찰떡이네 아 감사합니다. 근데 좀 더 돌아보도록 할게요. 뭘 돌아봐 여기 주변에서는 우리 가게가 제일 나아 형 믿어 아 그래도 가격이 너무 비싸서요. 마음에 드는게 가격때문에 고민인거야? 아니 여러모로. 그럼 형아가 돈 빌려줄게 일단 사 뭐가 고민이야. 아니 그건 좀. 형아 못믿어!? 일단 구매해! 아 네 알겠습니다.,기타괴롭힘(3),갈취(1),99.87
여기.희수야. 하나.둘.? 내가 분명 삼만원 모아오라고 안했어? 아니.그게.계속 모았는데. 하루종일 겨우 이거 모았다고 ? 장난하냐? 그게 아니라. 애들도 이제 더.돈도 없다고하고. 내가 예진언니 생일이라고 선물사야된다고 했지? 삼만원 모아오라고. 더 이상은 무리여서. 무슨 수를 써서라도 모아왔어야지 안 그래? 미안해.그치만 정말 더는 안 모아져서. 야 그럼 몸으로 떼울래??,기타괴롭힘(3),갈취(1),99.85
학부모님 안녕하세요. 선생님. 우리 애 성적이 왜 이래요? 개똥이가 이번에 성적이 많이 떨어졌죠? 저도 안타깝네요 그러니까 성적이 왜 저러냐구요. 비싼 돈 가져다 줬더니 이게 뭐예요? 지금 장난해요? 개똥이가 똑똑하긴한데 수업에 집중을 안해요. 학원도 자주 안나오고요 그건 너네 핑계고. 우린 돈 못내겠으니. 지난달 학원비 100만원 돌려주세요. 그건 좀. 지금 당장 가져와. 실력도 쥐뿔도 없으면서. 가져오라고. 좀 진정하시죠 야! 지금 당장 가져와. 학부모회랑 커뮤니티에 다 소문내버리기 전에,기타괴롭힘(3),갈취(1),99.85
애 누나가 지금 너무더운데 물사먹을 돈이 없네? 네?? 너 손에 든 음료수 나줄래 아니면 물사줄래? 저.저도 돈 없어요 그럼 그 음료수 나를 줘그럼 편하잖아 아.저도 목마른데 어린애가 따박따박 말대꾸하기는 너는 예의도 없니? 하.하지만. 무슨 하지만이야 너 이렇게 예의없이 다니는거 부모 얼굴에 먹칠하는거야. 얼른 누나한테 음료수 줘 .네,갈취(1),기타괴롭힘(3),99.83
일을 왜 그딴식으로 밖에 못 해? 제가 하나부터 열 가지 못 한 게 뭐가 있죠? 그게 문제야 말을하면 들어야지 저번에는 좋다고 이렇게 가자고 했잖아요.왜 이제와서 그러세요 너는 아는 게 뭐가 있다고 말대꾸야? 저는 저 대로 노력했어요 맨날 이런식 이잖아요. 너 그냥 죽어라 무슨 말씀을 그렇게하세요? 일도 못하고 말도 못알아 들으니까 죽으라고 죽여줘? 그냥 퇴사할게요 저도 더이상은 못 하겠네요,협박(0),직장내괴롭힘(2),99.8
야 니 어디사냐? 게임에서 그런건 왜 물어보세요 아니 그냥 닥치고 말해라 니 어디사냐고 아니 왜그러냐고요 저 초등학생인데 초등학생? 너 내가 혼쭐 좀 내줘야겠다 빠져가지고는 아 죄송합니다정말 죄송해요 제발. 야 전화번호 내놔 안그러면 고소한다 아 제발요 아 제발 안되겠다 닌 니 부모부터 가족까지 니로인해 다 고통받게 해줄게,협박(0),갈취(1),99.79
이번에 한번만 빌려주면 다시는 연락안할께 저번에도 힘들게 마련해 드렸는데 무리입니다 머라고 지금 머라는거야 저승사자 만나러 갈테야? 저번에도 너무 어렵게 준비했던 것인데 이번만은 정신못차렸네??? 제삿밥 먹고 싶어?? 진짜입니다 이번에 그냥 다른곳에 알아보세요 제사밥 멀로 먹여줄까?? 가족들 피눈물 흘리게 해줘??? 안됩니다 가족만은 안됩니다 그럼 할수있자나 능력되자나 해봐 가족들 생각해서 말야 이번이 진짜 정말 마지막입니다 부탁드립니다,갈취(1),협박(0),99.78
김 과장 이번 일은 자네가 책임지고 해결하게. 부장님.하지만 이번 일은 부장님께서그렇게 지시하시지 않았습니까.? 무슨 소리인가 자네. 난 그런 일 지시한 적 없다네. 자네 요즘 정신태도가 글러먹은거 아닌가? 부장님 그게 아니라. 아무래도 이건. 제가 잘못했다고 생각되지 않습니다. 어디서 꼬박꼬박 말대꾸인가! 부장님. 제발 봐주십시오. 부탁 드립니다. 김 과장 자네 곧 셋째가 태어난다고 하지 않았나? 아이들 먹여살리기 빠듯할텐데. 일 잃으면 어쩌려고 내게 큰 소리치나. 자네 같은 사원 하나 짜르는건 일도 아니야. 부장님.알겠습니다. 제가 처리하겠습니다. 이제서야 말을 알아듣는군. 똑바로 하게. 이번 한 번은 봐주지만 다음에 이러면 일 잃은거로는 끝나지 않을것이야. 자네 가족들도 다치겠지. 제발 가족만은.! 뭐든지 다 하겠습니다. 용서해주십시오.,직장내괴롭힘(2),협박(0),99.67
짜장면 같이 먹으러 갈래? 나도가도돼? 그럼 우리 친구잖아 고마워 근데 짜장면은 니가 사 어?? 내가 같이 먹어줄테니까 니가 사라고 싫어? 싫냐고? 짜장면 그릇에 대가리 쳐 박히고싶어?? 아.아니. 그럼 니가 사는거다? 알겠오,갈취(1),협박(0),99.67
내가 싯팔 영화 스포하지 말랬지 . 오징어게임 아직 보지도 않았는데 비밀을 알아버렸어 싯팔롬아. 본 줄 알았지 웃어? 아 장난이지 이 식칼도 장난으로 보임? 아 다음부터는 안한다고 다음은 없다. 슉.슈슛.슉.슈슉.슉.시팔롬아. .,협박(0),기타괴롭힘(3),99.67
여기에 지장 찍으라고. 이번달 까지는 돈 정말 갚을게요. 내가 오늘 기분이 좀 안좋아서. 맞고 찍을래? 그냥 찍을래? 정말 못 찍어요.이번달까지는 돈 갚을게요. 아 그러셔? 그럼 맞고 지장 찍자. 재산몰수는 정말 안되요. 아니 맞는걸로 끝내려했는데 그냥 오늘 죽을래? 알겠어요 찍을게요. 이게 정신을 차리네. 재산은 정말 안되는데.,갈취(1),협박(0),99.66
야 너네 집 돈 많다며 아닌데 누가 그래 너 집 대기업 한다고 소문이 자자하던데 맞긴한대 내가 요즘 너무 돈이 없어 너네 집 잘 사니까 나한테 좀 기부 좀 해라 내가 왜 너한테 기부를 해야 되는데 원래 잘 사는 사람들은 못 사는 사람들 돈을 갈취 해서 잘 살게 되는 거잖아 그런 논리가 어디 있어 대기업의 갑질횡포 그런 거 모르냐 너네 때문에 우리 집이 가난하게 살게 되었고 이 모양이 꼬라지로 살고 있는데 솔직히 말해서 울집 대기업 아니야 잘못들은 거야,갈취(1),기타괴롭힘(3),99.61
사퇴하시죠. 무슨 소립니까? 의원님이 뇌물을 받으신 거 다 알고 있습니다. 나 윤석룔 정치인생 30년 양심에 걸릴 게 없는 사람이오! 입에 침이나 바르시고 말씀하시지요. 어디 감히.!! 증거가 있습니다. 배려해 드릴 때 스스로 물러나십시오. 증거가 있다니! 어디서 생 사람 잡는 소리를 합니까! 저는 분명히 기회를 드렸습니다. 내일 아침까지 발표를 하지 않으신다면 증거 자료를 인터넷에 뿌리겠습니다. 꺼져! 꺼지라고!,기타괴롭힘(3),협박(0),99.53
이름이 진짜 신기하다 나무가 뭐야? 나무?무슨 나무야? 소나무? 왜그래.남의 이름가지고 아니 니이름이 너무 너무 신기해서 그렇지 나무야 나무야! 이리날아오러나 남의 이름가지고 그러지마 야 왜 정색하고 그래 친구끼리 농담좀 할수있는거지 농담인데 재미 하나도 없어 야? 인상안펴? 너는 재미 없어도 나는 재밌어 .재미없어 야 나무새끼가 확 불질러 버릴까보다 나무 제정신 안차리냐? 아니면 물좀 줘? 오줌한번 싸줘? 너 진짜 악질이구나,기타괴롭힘(3),협박(0),99.45
앞뒤가 똑같네? 네? 그게 무슨 말씀이신지 앞뒤가 똑같은 전화번호인줄 자기 가슴 말이야 .기분 나빠요 놀리지말아주세요 웃자고 한말인데 정색할건 뭐야 분위기이상해지게 신체적인거 가지고 놀리시니까 그렇죠. 사회생활 참 재미없게 하네 농담도 못해? 제가 기분 나쁘면 농담 아니지않나요. 자기때문에 나만 이상한 사람 됐잖아 사람이 왜그래? 죄송합니다.,기타괴롭힘(3),직장내괴롭힘(2),99.14
저 박스좀 옮겨줘요 네 다하시면 지하창고에 있는 물건 정리라시구요 오전에했는데요 아.그거 위치바꿔야겠어요 굳이 정리방식이 맘에 안들어요 깔끔하던데요 내눈엔 지저분해요 네.다시할게요,직장내괴롭힘(2),기타괴롭힘(3),99.01
엄마가 힘들어서 그래. 300만원만 보내주면 안될까? 엄마 저번주에도 그렇게해서 100만원 보내줬잖아. 근데 갑자기 300만원이라니. 그땐 급하게 매꿔야할곳이 있어서 그랬어. 엄마도 그 100만원 만져보지도 못하고 보냈다고. 그니까 랑 내가 매달 생활비도 주고 용돈도 주는데 왜 이렇게 분수에 맞지않은 돈을 써서 스스로 힘들게 하는거야. 내가 어?! 너네 키우는데 젊은날 다 보내고 악착같이 키웠는데. 이제 엄마 늙어서 하고싶은 것좀 하겠다는데 그게 그렇게 아니꼽니?! 그런 소리가 아니잖아.엄마가 우리 힘들게 키운건 항상 고맙게 생각하고 존경해. 근데 엄마는 그거에 대한 보상이 아니라 대가를 받겠다는 심보잖아. 넌 왜이렇게 생각이 꼬였니? 그래 아무도 모르지. 내 속 아무도 몰라. 너네 살고싶은데로 살아! 엄마 없는셈 치고 살라고! 후.이럴때마다 엄마가 우리 엄마가 맞나싶기도 해. 그래! 나도 이제 자식 없다고 혼자 늙을게. 나이먹으면 늙어 죽어야지. 내가 너네 키우는데.흑.됐다!! .미안해 엄마. 알았어. 줄게,갈취(1),기타괴롭힘(3),98.58
너 나랑 헤어지면 이거 니 주변 사람들한테 다 돌린다 이게 뭐야? 이게 뭐긴 우리 사랑의 증거지 이런걸 언제 찍은거야? 그게 중요해? 동의 없이 찍으면 범죄야 왜 그래 우리 좋았던 시간을 남긴건데 이러지말자 우리 깨끗하게 정리하자 나는 깨끗하게 정리가 안되는데 헤어지는 순간 나 이거 너네 부모님 동생 직장 사람들한테 다 뿌릴거야 좋은 구경 시켜주겠네? 제발 그러지마.,기타괴롭힘(3),갈취(1),98.47
어머니 땅문서 어딨어요?? 그땅은 안된다 안되는게 어딨어요 땅문서 어딨냐니까요 니네 아버지가 돌아가시면서 남겨준 거야 절대 안돼 아니 어머니 죽은 사람이 무슨 소용이에요 정신차려라 산사람먼저 살아야죠! 죽은사람이 돌아온답니까 어딨어요 제발 정신차려라 이자식아 얼마나 말아먹어야 정신을 차리겟니 제가 저 좋자고 하는 것같아요? 어딨어요 !!!! 제발 정신차려라 아이고 여깄네 어머니 나만 믿고 계세요,갈취(1),협박(0),98.16
어이 학생 잠깐 얘기 좀 합시다! 네? 누구세요? 아 앞집 아주머니 안녕하세요. 아 그래그래. 학생 다름이 아니라 학생 요즘 와이파이 잠구나? 네? 아 네. 제가 그 전에는 비밀번호를 설정을 안해두었더라구요. 그러니까 왜 갑자기 비밀번호를 설정해? 제가 사용하려고 하는 거고 당연히 제 맘대로 할 수 있는 거아닌가요? 지금 그 동안 자네걸로 잘 쓰고 있다가 갑자기 잠궈버리니 우리 애가 답답해 한단말일세. 비밀번호 좀 풀어주겠나 아주머니 제가 왜 그래야하죠? 아주머니 댁에 설치하시면 되잖아요. 거 참 왜 이렇게 구질구질하게 그러나? 같이 쓰면 좋은 거지. 아니 내가 그 동안 어? 학생 챙겨준게 있는데. 뭔가 오해가 있으신 거 같은데. 저도 저희 어머님 오실 때마다 아주머님 이 것저것 많이 주셨고 제가 와이파이를 같이 쓸 이유는 없는 것 같습니다. 학생 이런 식으로 나올건가? 혼자산다고 안쓰럽게 생각해줬더니 안되겠네. 당장 와이파이 비밀번호 안풀면 무슨일 생길지 몰라!,갈취(1),기타괴롭힘(3),98.02
어서오세요 이 시간에는 혼자 일하세요? 아 원래 사장님 같이 계시는데 사장님이 오늘은 일이 있어서요! 잘됐네요 네? 지금 뭐라고 조용히 하고 이 가방에 다 담아 네? 뭘요 말귀 못 알아먹네 금고 다 열어서 하나도 빠짐없이 담으라고 제가 비밀번호를 몰라서 열수가 없어요 진짜예요 닥쳐 내가 몰라서 그러는 줄 알아? 비상키 있잖아 그걸로 열어서 빨리 다 담아,갈취(1),직장내괴롭힘(2),97.66
너 지금 나 째려봤냐? 아니요. 아니긴 뭐가 아니야 나 기분나쁘게 째려봤잖아 아닙니다. 뒤에 간판 봤어여 어휴 생긴것도 눈 쫙 째져서 재수없게 생긴게 아니에요.정말 눈깔 뽑히고 싶어?? 기분 나쁘게 시리 죄송합니다. 앞으로도 눈 그렇게 내리깔고 다니란말야 뽑히기 싫으면 죄송합니다. 그래 재수없이 째진 눈 안보이니까 얼마나 좋냐 .,협박(0),기타괴롭힘(3),97.63
친구야 이따 시험때 답좀 슬쩍 보여주라. 그건 어려울것 같은데. 와.친구사이에 이러기냐? 미안. 걸리면 0점이잖아. 그러면 너 지난번에 과제 내꺼 베껴서 제출한거 내가 조교님께 말한다? 아니 그건 지난일인데 왜 이제와서 말해. 지금이라도 말하면 너 점수깍일걸? 생각 잘해라. 하. 그래도 시험컨닝은 좀. 그래 그럼 나는 지금 조교님한테 간다. 알았어 보여주면 되잖아.,협박(0),기타괴롭힘(3),97.57
내가 여기 수정하라고 말하지 않았나? 죄송합니다. 까먹었습니다. 너 내 말이 우습냐? 아닙니다. 근데 몇 번을 말해야 알아먹는 거야 !! 죄송합니다. 이래서 지잡대는 뽑는 거 아니였는데 죄송합니다. 지금 수정하겠습니다. 넌 내 눈에 띄지 마라. 죄송합니다.,직장내괴롭힘(2),기타괴롭힘(3),97.27
어이 여긴 어쩌다왔는가? 도둑?몰카? 아님 살인?킄킄킄 왜 사람죽인건 처음보니? 킄킄킄 살인이랜다 사람죽이는게 그렇기 쉬워보이나? 내가 해보니까 말이야.별거 아니더라고 어떻게 너도 궁금해? 아니 궁금한건 아니고 니 말이 진짜인가 해서 딱봐도 구라같은디 궁금해? 내가 너 가지고 한번 알려줘볼까? 워매 무서버라 야 여기 교도소야 죄짓고 들어와서 평생 못나가고 싶냐? 그 말이야 사람이 혓바닥이 길면 오래 못산다.,협박(0),갈취(1),95.68
야 00아 이것 좀 매점에서 사다줘 아 응 돈은? 아 미안미안 내가 지금 현금이 없어서 내일 바로 줄게! 여기 사왔어. 아 뭐야 이것만 사왔어? 너가 이거 사오래서. 아니 나 점심도 안 먹었는데 이걸로 배가 차? 아. 미안 몰랐어 근데 지금 매점 문 닫을 시간이라. 미안해 아 장난하냐 이건 니가 잘못한거니까 돈 안준다 어? 어 응. 알겠어,갈취(1),기타괴롭힘(3),95.41
